m,avcol,chi,mult
9,5.172138420585625,3,9
9,5.173088149445418,2,1
9,5.174014598540146,3,1
9,5.17464953271028,3,5
9,5.177985948477752,3,1
9,5.178968951376684,3,32
9,5.181684766656883,3,4
9,5.183955333529239,3,1
9,5.186339125224685,3,4
9,5.190534351145038,3,1
9,5.19482083709726,3,5
9,5.199393939393939,3,91
9,5.2009104704097116,3,1
9,5.209579011592434,3,3
9,5.210349050826699,3,7
9,5.211790393013101,3,16
9,5.2120747778118295,3,117
9,5.212752912323728,3,1
9,5.216723024900093,3,30
9,5.223264540337711,3,1
9,5.224729520865533,3,1
9,5.236490781945327,3,26
9,5.243269230769231,3,1
9,5.248393316195373,3,142
9,5.248936866208702,3,3
9,5.252658717370287,3,4
9,5.262151652624757,3,4
9,5.2770919067215365,3,3
9,5.283069673510602,3,48
9,5.285570469798658,3,1
9,5.316308559351884,3,5
9,5.3577118030412745,4,1
9,5.366593567251462,4,15
9,5.394887447539107,4,6
9,5.482684908080376,4,1
10,5.090965346534653,2,1
10,5.121711568938193,2,2
10,5.12751677852349,2,1
10,5.142255346727155,2,1
10,5.152991173586139,2,10
10,5.170982735723771,2,12
10,5.182672934855608,2,10
10,5.190314933965459,2,1
10,5.1907164480322905,3,1
10,5.192946761614106,2,1
10,5.194633152173913,2,4
10,5.19553264604811,3,1
10,5.197077811756711,2,56
10,5.197278911564626,2,3
10,5.2024665981500515,2,2
10,5.202863961813843,3,1
10,5.205145797598628,2,1
10,5.207250341997264,3,5
10,5.211286992429456,2,47
10,5.2124171607952565,3,2
10,5.214359326691858,3,4
10,5.217962003454232,3,1
10,5.22056269538034,2,18
10,5.222453222453223,3,3
10,5.222531293463144,2,5
10,5.223729993041058,2,1
10,5.225341972642188,3,4
10,5.225626740947075,3,1
10,5.2264019505398815,3,4
10,5.226972540841154,3,5
10,5.229748603351955,3,26
10,5.229815864022663,3,1
10,5.23068857042992,3,1
10,5.232011232011232,2,2
10,5.233227959255356,2,1
10,5.234287709497207,3,4
10,5.235108619481429,3,42
10,5.235273492286115,3,1
10,5.236447931526391,3,42
10,5.2371569317382125,3,1
10,5.238061797752809,3,1
10,5.240114000712505,3,1
10,5.2405643738977075,3,1
10,5.241354975299929,3,5
10,5.242584745762712,3,1
10,5.242691088411412,3,1
10,5.244782454899187,3,14
10,5.245502645502645,3,1
10,5.246813031161473,3,4
10,5.247752606975908,3,1
10,5.2498194945848375,3,29
10,5.251243781094527,3,1
10,5.252890712420738,3,1
10,5.254231052244298,3,6
10,5.257526296699311,3,22
10,5.258321273516643,3,1
10,5.258652094717669,3,3
10,5.261583363735863,3,1
10,5.262043795620438,3,207
10,5.262258543833581,3,3
10,5.263523391812866,3,8
10,5.266471449487555,3,6
10,5.2713918472273225,3,24
10,5.272392185772208,3,26
10,5.273271028037383,3,6
10,5.273699741792696,3,1
10,5.274502440856177,3,49
10,5.274538745387454,3,6
10,5.275581824898412,3,1
10,5.278209396966334,3,84
10,5.280578206078577,3,3
10,5.28161570403926,3,3
10,5.283593170007424,3,1
10,5.284424379232505,3,2
10,5.285433070866142,3,2
10,5.2856080327259205,3,4
10,5.2929331306990886,3,6
10,5.2974006116207955,3,135
10,5.301611665387568,3,1
10,5.304046242774566,3,5
10,5.307217290621382,3,5
10,5.308613364233294,3,244
10,5.3098702320094375,3,22
10,5.310398144568999,3,1
10,5.312548412083656,3,31
10,5.313248358439552,3,1
10,5.321136629038536,3,17
10,5.325038880248834,3,1
10,5.330897279740154,3,1
10,5.3312,3,12
10,5.337726523887974,3,11
10,5.340743734842361,3,1
10,5.341818181818182,3,166
10,5.343536045106726,3,5
10,5.353276353276353,3,4
10,5.371231696813092,3,2
10,5.373733108108108,3,32
10,5.411611785095321,4,6
10,5.420201136860516,4,34
10,5.422874671340929,4,1
10,5.424053452115813,4,2
10,5.447788417692658,4,24
10,5.474809885931559,4,4
10,5.532857870606215,4,3
10,5.770779220779221,5,1
11,5.151257396449704,2,1
11,5.1625468164794,2,3
11,5.191187739463602,2,6
11,5.196987253765933,2,5
11,5.205928237129485,2,1
11,5.210958904109589,2,5
11,5.220158102766798,2,2
11,5.220599842146804,2,19
11,5.223277909738718,2,2
11,5.227962279622796,3,1
11,5.229540918163672,2,1
11,5.229853116315998,3,1
11,5.230646448523544,2,1
11,5.232706917233107,2,1
11,5.232997987927566,3,1
11,5.237484981978374,2,27
11,5.24232633279483,2,1
11,5.243492190628754,3,1
11,5.2478839177750904,3,1
11,5.248582995951417,2,40
11,5.253236245954692,3,1
11,5.255370895824888,3,4
11,5.255918367346939,2,4
11,5.258275439313445,2,5
11,5.259713701431493,2,1
11,5.25992632009824,2,12
11,5.260455486542443,3,9
11,5.262295081967213,2,11
11,5.262417218543046,3,1
11,5.263179403351042,3,1
11,5.263416632527653,3,1
11,5.264344262295082,3,1
11,5.26694045174538,3,9
11,5.267437061494015,2,6
11,5.268662838392125,3,2
11,5.269834710743802,2,4
11,5.2702932426689335,3,2
11,5.271004942339374,3,18
11,5.271298593879239,2,3
11,5.272764900662252,2,1
11,5.276354472910541,3,15
11,5.276674937965261,3,1
11,5.277478224802986,3,1
11,5.277502067824648,3,13
11,5.278423236514523,3,2
11,5.278905926232905,3,1
11,5.278982485404503,2,1
11,5.280133000831255,3,5
11,5.280467445742905,2,1
11,5.281081081081081,3,5
11,5.282274802822748,3,1
11,5.282962328767123,3,1
11,5.283112582781457,3,1
11,5.285237698081735,3,22
11,5.286926994906621,3,9
11,5.287916666666667,3,1
11,5.289418653283145,3,20
11,5.289428076256499,3,16
11,5.2894295302013425,3,1
11,5.29039026437264,3,2
11,5.2918941621167574,3,1
11,5.292640692640693,3,1
11,5.292714103110353,3,8
11,5.293103448275862,3,6
11,5.293601003764115,3,1
11,5.293647454774926,3,1
11,5.294612794612795,3,4
11,5.296094078118438,3,13
11,5.2961246840775065,3,2
11,5.297092288242731,3,1
11,5.297342893293969,3,7
11,5.297726297726298,3,3
11,5.299013299013299,3,121
11,5.299831081081081,3,8
11,5.301246239793726,3,2
11,5.301352493660186,3,3
11,5.301982285955293,3,1
11,5.302056555269923,3,7
11,5.3041084286319355,3,3
11,5.304163126593033,3,1
11,5.305713039686001,3,1
11,5.306615776081425,3,2
11,5.30667800935772,3,1
11,5.306939123031077,3,1
11,5.307161345987921,3,9
11,5.308478909245846,3,1
11,5.308759757155247,3,1
11,5.309462915601023,3,1
11,5.309554690877648,3,6
11,5.311006825938566,3,1
11,5.311631944444445,3,129
11,5.3122597180692015,3,2
11,5.312337098175499,3,1
11,5.3131225638804676,3,3
11,5.3147583804963,3,2
11,5.315246636771301,3,4
11,5.315835906484341,3,1
11,5.3162317558602386,3,27
11,5.3183602267771475,3,3
11,5.318657367044464,3,60
11,5.3191304347826085,3,5
11,5.3200525394045535,3,26
11,5.321647677475898,3,7
11,5.3219746614242025,3,1
11,5.322665497588777,3,8
11,5.323245614035088,3,1
11,5.324107142857143,3,24
11,5.324265028521281,3,4
11,5.324430823117338,3,6
11,5.324549846288977,3,35
11,5.325771324863884,3,3
11,5.327176781002638,3,53
11,5.328070175438596,3,1
11,5.3293333333333335,3,1
11,5.329586330935252,3,1
11,5.329805996472663,3,1
11,5.3302387267904505,3,2
11,5.330549450549451,3,3
11,5.331715924128805,3,101
11,5.331858407079646,3,1
11,5.333333333333333,3,1
11,5.334081724292771,3,47
11,5.335588633288228,3,102
11,5.335847382431234,3,6
11,5.335989375830013,3,1
11,5.3364403018197955,3,1
11,5.336547291092746,3,2
11,5.337477797513322,3,5
11,5.339111111111111,3,1
11,5.339665309814563,3,3
11,5.339689578713969,3,1
11,5.339928057553957,3,1
11,5.34045393858478,3,22
11,5.342093541202672,3,4
11,5.342222222222222,3,1
11,5.342248413417951,3,17
11,5.3431372549019605,3,5
11,5.3441734417344176,3,7
11,5.345089285714286,3,12
11,5.346049046321526,3,22
11,5.347517730496454,3,8
11,5.347945205479452,3,2
11,5.350763535400278,3,6
11,5.351784080512351,3,1
11,5.352485180118559,3,46
11,5.355637030247479,3,1
11,5.356880733944954,3,412
11,5.358291226458429,3,9
11,5.360957642725599,3,4
11,5.362060889929742,3,2
11,5.36217211228716,3,2
11,5.363384188626907,3,18
11,5.364852398523985,3,16
11,5.366203703703704,3,30
11,5.366836498378879,3,1
11,5.367933271547729,3,5
11,5.368761552680222,3,4
11,5.369031061659713,3,4
11,5.369339622641509,3,106
11,5.370817843866171,3,1
11,5.371110078959592,3,137
11,5.371468272348309,3,8
11,5.3747672253258845,3,1
11,5.376770538243626,3,5
11,5.377508166122259,3,4
11,5.378908072795147,3,42
11,5.381486676016831,3,1
11,5.38210624417521,3,6
11,5.386119257086999,3,2
11,5.388262910798122,3,1
11,5.388623326959847,3,2
11,5.389261744966443,3,114
11,5.3892944038929445,3,4
11,5.391718229414565,3,1
11,5.395652173913043,3,4
11,5.396841066140178,3,30
11,5.398547215496368,3,5
11,5.399322362052275,3,380
11,5.399806389157793,3,1
11,5.400308324768757,3,2
11,5.400385914134105,3,22
11,5.401675702316412,3,16
11,5.402717127607957,3,14
11,5.403855421686747,3,1
11,5.409844054580897,3,29
11,5.414378432351473,3,2
11,5.4288659793814436,3,14
11,5.430015159171298,3,159
11,5.430513595166163,3,5
11,5.4438775510204085,3,1
11,5.446927374301676,4,1
11,5.459673168160253,3,12
11,5.46062789500772,4,2
11,5.4648033126294,4,25
11,5.464954521134296,4,1
11,5.472338204592902,4,1
11,5.473107049608355,4,46
11,5.475667189952905,4,7
11,5.477127659574468,4,9
11,5.491909385113269,4,6
11,5.5,4,77
11,5.5071115973741795,4,1
11,5.526345609065156,4,25
11,5.530092592592593,4,2
11,5.582424242424242,4,11
11,5.606805293005671,4,3
11,5.809961685823755,5,2
12,5.158071278825996,2,1
12,5.160389335590351,2,1
12,5.2095702259636685,2,1
12,5.221080839660563,2,5
12,5.225820962663068,2,1
12,5.231464737793852,2,7
12,5.236578707916287,2,1
12,5.240200546946217,2,2
12,5.243835616438356,2,1
12,5.247583985273815,2,1
12,5.251267865375749,2,1
12,5.258198614318706,2,10
12,5.260120986505352,2,1
12,5.2639664804469275,2,17
12,5.272296015180266,3,1
12,5.272556390977444,2,8
12,5.2727272727272725,3,1
12,5.277039848197344,2,1
12,5.2772277227722775,2,18
12,5.278277330809276,2,1
12,5.28060263653484,3,1
12,5.282732447817837,2,1
12,5.286054259876249,2,10
12,5.28884652049571,2,13
12,5.291229742612011,3,1
12,5.293682132280355,3,4
12,5.294314381270903,3,4
12,5.295050456511293,2,5
12,5.2958693563880885,2,3
12,5.296492071119654,2,1
12,5.296951819075713,3,1
12,5.297336561743341,3,6
12,5.2978825794032725,2,6
12,5.298220298220298,2,1
12,5.2990430622009566,3,1
12,5.299614643545279,2,7
12,5.301064859632139,2,2
12,5.30307467057101,3,3
12,5.304389773275446,3,1
12,5.3056768558951966,2,3
12,5.306840077071291,3,3
12,5.306911551474142,3,2
12,5.3070942662779395,2,3
12,5.30743079164643,2,1
12,5.310361681329423,2,1
12,5.310613437195716,2,2
12,5.311197285506544,3,7
12,5.3123781676413255,2,1
12,5.315041646251838,2,1
12,5.3153770812928505,2,1
12,5.315380883066473,3,1
12,5.315711462450593,3,5
12,5.316147859922179,3,5
12,5.316821971554684,2,2
12,5.3180263800683925,3,1
12,5.3182261208577,3,13
12,5.318605792832597,2,1
12,5.319159335288368,3,1
12,5.3212536728697355,3,4
12,5.322390984811367,3,5
12,5.3235440517670485,3,31
12,5.324865657059111,3,1
12,5.325373134328358,3,5
12,5.325638506876228,3,8
12,5.327433628318584,3,3
12,5.328664332166083,3,1
12,5.328726554787759,3,1
12,5.329382716049382,3,1
12,5.330533596837944,3,1
12,5.330704780680138,3,13
12,5.331191300049432,3,1
12,5.332344213649852,3,1
12,5.332673267326733,3,1
12,5.332832080200501,3,2
12,5.333503575076609,3,12
12,5.333666333666334,3,1
12,5.33382862803368,3,2
12,5.3350622406639,3,1
12,5.335647000495785,3,2
12,5.335678391959799,3,1
12,5.336805555555555,3,1
12,5.337140019860973,3,1
12,5.338301043219076,3,5
12,5.338546922300706,3,61
12,5.3389662027833005,3,6
12,5.339152119700748,3,1
12,5.339855818743564,3,3
12,5.33987915407855,3,2
12,5.340467894474863,3,6
12,5.340796019900497,3,1
12,5.3419452887537995,3,1
12,5.341961174713788,3,1
12,5.342157842157842,3,1
12,5.343291139240506,3,1
12,5.343469591226321,3,4
12,5.343671835917959,3,1
12,5.343936381709741,3,5
12,5.344987146529563,3,6
12,5.3453093812375245,3,3
12,5.345518277416124,3,1
12,5.346192384769539,3,1
12,5.346192893401016,3,2
12,5.3470411233701105,3,2
12,5.347152847152847,3,1
12,5.347368421052631,3,1
12,5.34745308310992,3,2
12,5.348545636910732,3,1
12,5.348623853211009,3,82
12,5.3486743371685845,3,5
12,5.348895582329317,3,1
12,5.34910941475827,3,1
12,5.349475786320519,3,1
12,5.350525788683025,3,1
12,5.350753768844221,3,1
12,5.35112506541078,3,1
12,5.351716961498439,3,37
12,5.351935646053293,3,3
12,5.35261569416499,3,1
12,5.353391126976033,3,5
12,5.353799698037242,3,3
12,5.353915662650603,3,4
12,5.353964194373401,3,35
12,5.354166666666667,3,1
12,5.354469854469855,3,8
12,5.355418592706728,3,3
12,5.357214934409687,3,2
12,5.3573264781491,3,4
12,5.3580763199163615,3,2
12,5.358662613981763,3,1
12,5.358854166666666,3,6
12,5.3589083419155505,3,24
12,5.359090909090909,3,2
12,5.35923829130211,3,1
12,5.359351241763812,3,1
12,5.359897172236503,3,1
12,5.360453141091658,3,1
12,5.3605220228384995,3,1
12,5.360647445624684,3,1
12,5.360655737704918,3,1
12,5.360824742268041,3,17
12,5.361111111111111,3,5
12,5.3618421052631575,3,3
12,5.362042289840124,3,13
12,5.362467866323907,3,28
12,5.363964894166236,3,10
12,5.364006100660905,3,1
12,5.36424523441525,3,1
12,5.3655462184873945,3,6
12,5.3656186612576064,3,1
12,5.365853658536586,3,5
12,5.365903307888041,3,1
12,5.366300366300366,3,5
12,5.367482161060143,3,1
12,5.367494824016563,3,69
12,5.367792207792208,3,6
12,5.367804381049414,3,1
12,5.367864693446089,3,2
12,5.367987647967062,3,1
12,5.369406867845994,3,5
12,5.3697347893915754,3,2
12,5.369813278008299,3,23
12,5.370967741935484,3,3
12,5.371635610766045,3,1
12,5.371681415929204,3,1
12,5.372351694915254,3,1
12,5.372589890568004,3,8
12,5.372916666666667,3,1
12,5.372987012987013,3,20
12,5.373087071240105,3,12
12,5.373305526590198,3,9
12,5.374675661650233,3,1
12,5.374934725848564,3,14
12,5.3751284686536485,3,1
12,5.375260960334029,3,3
12,5.37546468401487,3,2
12,5.376008606777837,3,15
12,5.376190476190477,3,7
12,5.376501305483028,3,7
12,5.376657824933687,3,76
12,5.376857749469214,3,1
12,5.377084454007531,3,1
12,5.377220480668757,3,1
12,5.3781380753138075,3,24
12,5.378463146889702,3,1
12,5.37851929092805,3,20
12,5.379095163806552,3,1
12,5.379989356040447,3,5
12,5.380104712041885,3,28
12,5.380451918024172,3,1
12,5.381351492928235,3,5
12,5.381703470031546,3,2
12,5.382075471698113,3,5
12,5.382430299842189,3,2
12,5.382845188284519,3,1
12,5.383684210526316,3,1
12,5.383727034120735,3,49
12,5.384088514225501,3,1
12,5.384368308351178,3,101
12,5.384533333333334,3,1
12,5.385669125395153,3,1
12,5.385946512847404,3,1
12,5.386075949367089,3,3
12,5.386289445048966,3,23
12,5.3869610935856995,3,8
12,5.3870101986044014,3,2
12,5.387335092348285,3,9
12,5.387700534759358,3,11
12,5.388067581837381,3,2
12,5.388385721896643,3,5
12,5.3890063424947146,3,5
12,5.38932910723719,3,3
12,5.389357218124341,3,21
12,5.389757412398922,3,5
12,5.391005291005291,3,8
12,5.391327340031729,3,1
12,5.391425389755011,3,3
12,5.3917416622551615,3,1
12,5.392282958199357,3,3
12,5.393008474576271,3,14
12,5.393088552915767,3,7
12,5.393433799784715,3,206
12,5.393841166936791,3,3
12,5.394136807817589,3,1
12,5.394694960212202,3,8
12,5.394822006472492,3,5
12,5.395015906680806,3,2
12,5.3954862976894145,3,8
12,5.395889670091941,3,1
12,5.3962864721485415,3,2
12,5.396707381837493,3,3
12,5.396807925151348,3,10
12,5.397186147186147,3,1
12,5.39798087141339,3,6
12,5.398053001622499,3,2
12,5.398706896551724,3,4
12,5.398724082934609,3,3
12,5.3989159891598915,3,23
12,5.399459459459459,3,1
12,5.400425985090521,3,5
12,5.400427122263748,3,1
12,5.401412275936991,3,65
12,5.402067464635473,3,1
12,5.402458578300374,3,1
12,5.402597402597403,3,13
12,5.402710027100271,3,12
12,5.404175588865097,3,3
12,5.404787812840044,3,178
12,5.404927691483664,3,1
12,5.405781584582441,3,1
12,5.406216505894962,3,1
12,5.406761177753544,3,1
12,5.4070021881838075,3,10
12,5.407387289516567,3,5
12,5.407932011331445,3,32
12,5.409218662169758,3,5
12,5.409645232815964,3,51
12,5.410060142154182,3,2
12,5.41041095890411,3,8
12,5.410675381263617,3,7
12,5.410704533042053,3,197
12,5.411184210526316,3,4
12,5.412506856829402,3,20
12,5.413282107574094,3,2
12,5.413377192982456,3,1
12,5.413830954994512,3,3
12,5.414607358594179,3,10
12,5.414794520547945,3,1
12,5.415384615384616,3,1
12,5.415393013100437,3,1
12,5.416391639163916,3,79
12,5.416712479384277,3,1
12,5.416896742131419,3,1
12,5.417225950782997,3,28
12,5.418041804180418,3,2
12,5.418131868131868,3,3
12,5.418502202643172,3,41
12,5.41871921182266,3,1
12,5.41896361631753,3,14
12,5.419016030956329,3,1
12,5.419834710743801,3,13
12,5.420639371845205,3,16
12,5.4211400110680685,3,1
12,5.421496904895892,3,1
12,5.422418553285477,3,127
12,5.422907488986784,3,2
12,5.423844837421563,3,3
12,5.4249435665914225,3,2
12,5.425083240843507,3,1
12,5.425519955030916,3,22
12,5.425884955752212,3,26
12,5.426283821093318,3,2
12,5.426429761243753,3,9
12,5.427222222222222,3,1
12,5.427442123094297,3,315
12,5.42825361512792,3,6
12,5.428492239467849,3,35
12,5.428571428571429,3,1
12,5.429864253393665,3,2
12,5.430400890868597,3,18
12,5.431101272827892,3,1
12,5.431197771587744,3,2
12,5.431642778390298,3,1
12,5.43175487465181,3,3
12,5.432552954292085,3,7
12,5.433352240499149,3,16
12,5.433898305084746,3,33
12,5.434394193188163,3,28
12,5.434517203107658,3,1
12,5.434709821428571,3,1
12,5.43606923506421,3,1
12,5.4379194630872485,3,8
12,5.438127090301004,3,22
12,5.4383172256964185,3,4
12,5.438724118634583,3,4
12,5.438911407064273,3,1
12,5.439377085650723,3,1
12,5.440828402366864,3,6
12,5.441327990841442,3,1
12,5.441847206385405,3,35
12,5.442396313364055,3,1
12,5.443312101910828,3,1
12,5.44413250982594,3,3
12,5.444444444444445,3,15
12,5.444890929965557,3,1
12,5.445397369925672,3,12
12,5.446100917431193,3,549
12,5.44635685599541,3,1
12,5.446449359720606,3,19
12,5.446857142857143,3,5
12,5.44735344336938,3,5
12,5.449087698646262,3,1
12,5.44994246260069,3,7
12,5.452339688041595,3,31
12,5.454545454545454,3,58
12,5.454598033545402,3,17
12,5.455017301038063,3,3
12,5.455124493341054,3,20
12,5.455439814814815,3,1
12,5.456018518518518,3,5
12,5.456170703575548,3,60
12,5.456730769230769,3,2
12,5.456861609727852,3,5
12,5.457894736842105,3,2
12,5.457988165680473,3,2
12,5.458456098998232,3,133
12,5.458646616541353,3,11
12,5.458816705336427,3,128
12,5.4591013824884795,3,8
12,5.459127228027044,3,8
12,5.463768115942029,3,2
12,5.465346534653466,3,119
12,5.467016929363689,3,1
12,5.467441860465116,3,6
12,5.470763723150358,3,11
12,5.472205968402575,3,2
12,5.475675675675675,3,2
12,5.47593896713615,3,1
12,5.476076555023924,3,53
12,5.476624165148755,3,6
12,5.48103552077062,3,1
12,5.484903381642512,3,6
12,5.485214242607121,3,485
12,5.485221674876847,3,64
12,5.485267588695129,3,43
12,5.490314769975787,3,1
12,5.493522516964837,3,3
12,5.49370125974805,4,1
12,5.494231936854888,3,21
12,5.4969325153374236,4,1
12,5.498172959805116,3,5
12,5.5,4,9
12,5.509179926560588,4,5
12,5.513198281154082,4,10
12,5.513836477987422,3,102
12,5.5143391521197005,4,4
12,5.514762516046213,3,11
12,5.517283950617284,4,64
12,5.518187619655392,4,3
12,5.518541409147095,4,1
12,5.522628642281463,4,3
12,5.524579962663348,4,5
12,5.525529265255293,4,1
12,5.527760449157829,4,23
12,5.529486366518706,4,37
12,5.5322479649342515,4,1
12,5.532319391634981,4,3
12,5.533289817232376,3,1
12,5.543701799485861,4,49
12,5.549514563106796,4,1
12,5.55152300712897,4,158
12,5.553896103896104,4,6
12,5.555775577557756,4,12
12,5.558306188925082,4,7
12,5.575554063129617,4,2
12,5.577208361429535,4,121
12,5.581267217630854,4,9
12,5.596035543403964,4,1
12,5.602384291725105,4,14
12,5.616124260355029,4,1
12,5.6242857142857146,4,2
12,5.631389488840893,4,30
12,5.6470160116448325,4,1
12,5.655198204936425,4,19
12,5.726672171758877,4,2
12,5.849141824751581,5,6
12,5.866355140186916,5,1
13,5.228860759493671,2,3
13,5.230965763924374,2,2
13,5.237166324435318,2,1
13,5.249609984399376,2,1
13,5.253778009379885,2,1
13,5.263823064770932,2,1
13,5.277629471436199,2,4
13,5.280193236714976,2,1
13,5.284176533907427,2,1
13,5.288173237090505,3,1
13,5.288327057557827,2,16
13,5.293066088840737,2,2
13,5.303395399780942,2,6
13,5.305798687089715,3,1
13,5.306637410861218,2,8
13,5.30989010989011,2,4
13,5.3103257868580895,2,2
13,5.311645708037179,3,1
13,5.313953488372093,2,3
13,5.3156146179401995,2,3
13,5.317249029395452,2,4
13,5.317371937639198,2,1
13,5.318005540166205,2,1
13,5.322724734785036,2,1
13,5.323102678571429,2,1
13,5.323920265780731,3,1
13,5.3256855064353665,2,5
13,5.326427771556551,2,3
13,5.3275084554678696,3,3
13,5.328133704735376,3,1
13,5.3282657657657655,2,1
13,5.32847533632287,2,4
13,5.333527696793003,3,1
13,5.333709768492377,2,1
13,5.334085778781039,2,1
13,5.335782928208027,2,3
13,5.336134453781512,3,4
13,5.336374002280501,3,7
13,5.337084974676421,3,2
13,5.3374439461883405,3,1
13,5.33786078098472,2,1
13,5.338400900900901,3,1
13,5.340128130460105,3,2
13,5.340728100113766,2,1
13,5.341116173120729,2,1
13,5.342075256556442,2,1
13,5.342179559570864,3,1
13,5.343215507411631,2,1
13,5.343589743589743,2,1
13,5.343891402714932,3,6
13,5.345319634703197,2,2
13,5.347356452529847,3,1
13,5.3480725623582765,3,1
13,5.349658314350798,3,1
13,5.349682631275245,3,1
13,5.35042735042735,3,1
13,5.351767388825541,3,1
13,5.352907311456534,2,1
13,5.353512278697887,3,1
13,5.354285714285714,3,1
13,5.35454019664546,3,1
13,5.355631789594054,3,1
13,5.357439241256668,3,12
13,5.3594202898550725,3,1
13,5.359518348623853,3,1
13,5.359883720930233,3,18
13,5.360094451003542,3,6
13,5.361286616886846,3,7
13,5.361542890040299,3,1
13,5.36165191740413,3,1
13,5.3619596541786745,3,1
13,5.3623271889400925,3,1
13,5.364230540701129,3,2
13,5.365339578454333,3,1
13,5.365473441108545,3,2
13,5.365553602811951,3,24
13,5.365895953757225,3,1
13,5.3672643146327355,3,1
13,5.368055555555555,3,3
13,5.369426751592357,3,2
13,5.370305164319249,3,1
13,5.370799536500579,3,2
13,5.3712296983758705,3,1
13,5.371511627906977,3,1
13,5.371925614877025,3,2
13,5.373522458628842,3,9
13,5.374125874125874,3,1
13,5.3751458576429405,3,1
13,5.376600698486612,3,7
13,5.376896149358227,3,1
13,5.37702946482261,3,3
13,5.377336448598131,3,2
13,5.377402446126966,3,1
13,5.377593360995851,3,39
13,5.3791691047396135,3,1
13,5.379210220673635,3,1
13,5.37953216374269,3,1
13,5.380281690140845,3,1
13,5.3803393797542425,3,1
13,5.3805790108564535,3,1
13,5.3809245172615565,3,1
13,5.38098016336056,3,1
13,5.381370826010545,3,1
13,5.381633870005963,3,1
13,5.383016627078385,3,1
13,5.383128295254833,3,1
13,5.383577712609971,3,2
13,5.384343731606828,3,1
13,5.384976525821596,3,2
13,5.38547158758055,3,3
13,5.385731559854897,3,3
13,5.385765550239235,3,11
13,5.385789782736348,3,1
13,5.3862028301886795,3,1
13,5.386634844868735,3,18
13,5.3875598086124405,3,1
13,5.3876470588235295,3,1
13,5.388023952095808,3,18
13,5.388550548112058,3,1
13,5.38905238375515,3,2
13,5.389479905437352,3,1
13,5.389840519787359,3,1
13,5.3899220155968806,3,5
13,5.391721655668866,3,4
13,5.392099056603773,3,1
13,5.3930564166150035,3,3
13,5.393132030787449,3,1
13,5.3936298076923075,3,16
13,5.393772893772894,3,3
13,5.393957345971564,3,1
13,5.394011976047905,3,6
13,5.394085697042849,3,5
13,5.394451145958986,3,4
13,5.394528875379939,3,4
13,5.394978567054501,3,45
13,5.395209580838324,3,1
13,5.395376407824541,3,1
13,5.3953900709219855,3,1
13,5.396204033214709,3,1
13,5.396374622356496,3,7
13,5.396385542168675,3,7
13,5.396766169154229,3,6
13,5.397346809854707,3,1
13,5.397583081570997,3,1
13,5.397626112759644,3,1
13,5.397640117994101,3,1
13,5.398098633392751,3,1
13,5.3986690865093765,3,4
13,5.399524375743163,3,1
13,5.399525785417902,3,1
13,5.40012070006035,3,15
13,5.400121065375303,3,2
