m,avcol,chi,mult
14,5.571547420965058,3,3
14,5.571548117154812,3,2
14,5.571788413098237,3,3
14,5.57189811010682,3,4
14,5.572254335260116,3,2
14,5.5725524475524475,3,76
14,5.572607260726072,3,5
14,5.57286432160804,3,282
14,5.573190789473684,3,2
14,5.5732323232323235,3,23
14,5.573591253153911,3,114
14,5.573905862923204,3,2
14,5.5739495798319325,3,4
14,5.574324324324325,3,3
14,5.574358974358974,3,10
14,5.574432296047099,3,7
14,5.574915824915825,3,3
14,5.57495881383855,3,6
14,5.575152041702867,3,26
14,5.575655114116652,3,2
14,5.575682382133995,3,4
14,5.57603305785124,3,1
14,5.576500422654269,3,1
14,5.576986754966887,3,2
14,5.577085088458298,3,51
14,5.577276524644946,3,1
14,5.577476714648603,3,1
14,5.577814569536423,3,2
14,5.577834179357022,3,1
14,5.578111946532999,4,7
14,5.578293289146645,3,1
14,5.5787728026534,3,1
14,5.578813559322034,3,1
14,5.578902953586498,3,42
14,5.579121789560895,3,2
14,5.579170194750212,3,1
14,5.579298831385643,4,1
14,5.579345088161209,3,3
14,5.580204778156997,3,12
14,5.580236486486487,3,194
14,5.580257510729614,3,15
14,5.580431177446103,3,1
14,5.581000848176421,3,12
14,5.581355932203389,3,2
14,5.581945661700263,4,1
14,5.582225913621262,3,1
14,5.582332761578044,3,2
14,5.582342954159593,3,5
14,5.582697201017812,3,1
14,5.582982308340354,3,38
14,5.583333333333333,3,41
14,5.583403895004234,3,143
14,5.583756345177665,3,64
14,5.584183673469388,3,10
14,5.584307178631052,3,1
14,5.584536958368734,3,14
14,5.585079631181895,4,2
14,5.585160202360877,3,1
14,5.585344827586207,3,204
14,5.585345545378851,3,1
14,5.585388127853881,3,3
14,5.585531914893617,3,1
14,5.585537918871252,3,2
14,5.58578856152513,3,153
14,5.585884353741497,3,3
14,5.586466165413534,3,2
14,5.587734241908007,3,59
14,5.587935429056924,3,6
14,5.588085106382978,3,2
14,5.5881849315068495,4,2
14,5.588285960378983,3,8
14,5.588388214904679,3,6
14,5.5886824324324325,4,12
14,5.589087809036658,3,2
14,5.589134125636672,3,36
14,5.589437819420784,3,3
14,5.589590443686006,3,14
14,5.589897260273973,3,2
14,5.590235396687009,3,5
14,5.590909090909091,4,1
14,5.591296928327645,3,37
14,5.591623036649215,3,2
14,5.591674047829938,3,2
14,5.592116538131962,3,1
14,5.592139737991267,3,15
14,5.592307692307692,3,1
14,5.59265584970111,3,9
14,5.593003412969283,3,1
14,5.593062605752961,4,1
14,5.593481989708405,3,2
14,5.593509820666097,3,1
14,5.593572778827977,3,1
14,5.593669803250641,3,1
14,5.5936967632027255,3,95
14,5.594153052450559,4,4
14,5.594178082191781,3,17
14,5.594290657439446,3,23
14,5.594525235243798,3,82
14,5.5948497854077255,3,1
14,5.5948717948717945,3,5
14,5.59527972027972,3,2
14,5.595360824742268,3,2
14,5.5955752212389385,3,8
14,5.595890410958904,3,6
14,5.5962360992301114,3,2
14,5.596252129471891,4,10
14,5.596338273757628,3,658
14,5.596521739130435,3,2
14,5.596732588134135,3,1
14,5.5971978984238175,3,19
14,5.597539543057996,4,7
14,5.5977891156462585,4,12
14,5.597864768683274,3,28
14,5.598114824335904,3,20
14,5.598621877691645,3,2
14,5.598967297762479,3,2
14,5.599485420240137,3,5
14,5.5994876174210075,4,8
14,5.6,3,20
14,5.600344530577089,3,3
14,5.6003475238922675,3,2
14,5.601049868766404,3,98
14,5.601195559350982,4,1
14,5.601374570446735,3,38
14,5.601455868971793,3,55
14,5.601739130434782,4,22
14,5.602243313201035,3,13
14,5.602430555555555,4,8
14,5.602586206896552,3,2
14,5.602620087336245,3,10
14,5.602811950790861,3,14
14,5.603626943005182,3,2
14,5.603951890034364,4,3
14,5.603968938740294,3,1
14,5.604113110539846,4,13
14,5.604651162790698,3,16
14,5.605331040412726,4,2
14,5.605877268798617,3,17
14,5.606469002695418,3,4
14,5.607266435986159,3,3
14,5.607583774250441,3,88
14,5.6085440278988665,4,4
14,5.608620689655172,4,15
14,5.608658008658009,3,1
14,5.608771929824561,3,5
14,5.608968609865471,4,1
14,5.609185441941075,3,7
14,5.60933448573898,3,4
14,5.610535405872193,4,15
14,5.610581092801388,3,1
14,5.610867659947415,4,2
14,5.611111111111111,3,1
14,5.6113074204946995,3,222
14,5.611785095320624,4,1
14,5.611927398444252,4,3
14,5.611979166666667,3,1
14,5.612244897959184,3,7
14,5.612556053811659,3,41
14,5.612815884476534,3,2
14,5.613183000867303,4,2
14,5.613616268788682,3,5
14,5.614222222222222,3,5
14,5.614695340501792,4,4
14,5.61511728931364,4,2
14,5.61524500907441,3,1
14,5.6152512998266895,4,16
14,5.616,3,7
14,5.616521739130435,4,5
14,5.617058311575283,4,3
14,5.617077464788732,4,5
14,5.617360496014172,3,3
14,5.617437722419929,3,1
14,5.617828773168579,4,94
14,5.61792863359443,4,3
14,5.618456078083407,3,294
14,5.618621307072516,4,17
14,5.619090098126673,3,7
14,5.619429590017825,3,41
14,5.619768477292966,3,2
14,5.619877942458587,4,7
14,5.620874219446923,3,1
14,5.621212121212121,3,1
14,5.62129144851658,4,1
14,5.621376811594203,3,6
14,5.621818181818182,3,371
14,5.622402890695573,4,27
14,5.623214285714286,3,7
14,5.623251748251748,4,3
14,5.623342175066313,4,9
14,5.623376623376624,3,9
14,5.624555160142349,4,69
14,5.624561403508772,4,2
14,5.625223613595707,3,8
14,5.625230202578269,4,4
14,5.6257777777777775,4,2
14,5.626678603401969,3,103
14,5.62748643761302,4,10
14,5.627843494085532,3,33
14,5.627968337730871,4,1
14,5.6293643688451205,4,1
14,5.629401408450704,4,1
14,5.629464285714286,4,74
14,5.629662522202486,4,1
14,5.63,4,1
14,5.63016157989228,3,49
14,5.630375114364136,3,1
14,5.630824372759856,4,3
14,5.631390134529148,4,7
14,5.631393298059964,4,1
14,5.632142857142857,4,7
14,5.632286995515695,4,1
14,5.634321653189578,4,9
14,5.634408602150538,4,60
14,5.636363636363637,4,33
14,5.636529680365297,4,10
14,5.6369485294117645,3,3
14,5.6378378378378375,4,45
14,5.638565022421525,4,2
14,5.638965835641736,3,8
14,5.639679715302491,4,1
14,5.640510948905109,4,15
14,5.641304347826087,4,3
14,5.641373080397471,4,124
14,5.642792384406165,4,2
14,5.643119266055046,4,37
14,5.643582640812558,3,2
14,5.6442831215970966,4,2
14,5.645370370370371,3,336
14,5.645756457564576,4,2
14,5.6463636363636365,4,21
14,5.647338403041825,4,3
14,5.647861692447679,4,3
14,5.647887323943662,4,39
14,5.648393194706994,3,49
14,5.648451730418944,4,13
14,5.649954421148587,4,28
14,5.651418115279048,4,1
14,5.651459854014599,4,8
14,5.652455977757183,4,11
14,5.652985074626866,3,1
14,5.6535648994515535,4,16
14,5.655045871559633,4,1
14,5.656565656565657,4,2
14,5.657036346691519,4,393
14,5.658128078817734,4,2
14,5.65869365225391,4,9
14,5.658715596330275,4,12
14,5.659217877094972,4,31
14,5.6602209944751385,4,2
14,5.661751152073733,4,1
14,5.661985018726591,4,2
14,5.663896583564173,4,1
14,5.665067178502879,3,2
14,5.6654343807763405,4,1
14,5.666043030869972,4,2
14,5.666049953746531,4,5
14,5.668861712135466,4,7
14,5.669811320754717,4,324
14,5.671455938697318,4,41
14,5.672037914691943,4,3
14,5.674373795761079,4,11
14,5.675189393939394,4,58
14,5.6752136752136755,4,13
14,5.675803402646503,4,6
14,5.67680608365019,4,2
14,5.677450047573739,4,13
14,5.678362573099415,4,2
14,5.678401522359658,4,1
14,5.678707224334601,4,1
14,5.679047619047619,4,43
14,5.681510164569216,4,87
14,5.681553398058252,4,94
14,5.6829035339064,4,89
14,5.684518013631938,4,2
14,5.685768863419293,4,1
14,5.690596562184024,4,4
14,5.691780821917808,4,3
14,5.6928982725527835,4,1
14,5.693936477382098,4,13
14,5.695992179863148,4,7
14,5.699115044247788,4,25
14,5.700888450148075,4,508
14,5.702274975272008,4,1
14,5.705645161290323,4,92
14,5.706521739130435,4,3
14,5.707364341085271,4,1
14,5.709741550695825,4,3
14,5.7159209157127995,4,21
14,5.717282717282718,4,9
14,5.720883534136546,4,58
14,5.72351160443996,4,4
14,5.724385245901639,4,58
14,5.724818276220145,4,5
14,5.726996966632963,4,2
14,5.728744939271255,4,1
14,5.729483282674772,4,14
14,5.732234809474768,4,32
14,5.7360406091370555,4,1
14,5.739740820734341,4,6
14,5.741573033707865,4,13
14,5.74375,4,23
14,5.747379454926625,4,1
14,5.750262329485834,4,207
14,5.751794871794872,4,1
14,5.755532139093783,4,4
14,5.76,4,7
14,5.76093916755603,4,1
14,5.763771186440678,4,4
14,5.7725788900979325,4,111
14,5.777777777777778,4,7
14,5.815980629539951,4,3
14,5.817762399077278,4,27
14,5.8180778032036615,4,2
14,5.838709677419355,4,9
14,5.922885572139304,5,6
14,5.927409261576972,5,19
14,5.928571428571429,5,1
14,5.932484076433121,5,1
14,5.944372574385511,5,22
14,5.961229946524064,5,4
14,5.9929676511954995,5,4
14,6.111666666666666,5,1
15,5.246905537459283,2,1
15,5.278114478114478,2,1
15,5.310441485634198,2,1
15,5.317415730337078,2,4
15,5.3323843416370105,2,4
15,5.333333333333333,2,1
15,5.340302811824081,2,1
15,5.341246290801187,3,1
15,5.3427741466957155,2,1
15,5.347101449275362,2,2
15,5.34927536231884,2,1
15,5.350327749453751,2,2
15,5.3525547445255475,2,1
15,5.359087564385578,2,1
15,5.360088365243004,2,1
15,5.3628318584070795,2,2
15,5.3664688427299705,2,1
15,5.370535714285714,2,2
15,5.374169741697417,3,1
15,5.375562218890555,2,1
15,5.377061469265367,2,1
15,5.38,3,1
15,5.382175226586103,2,1
15,5.383509833585476,2,1
15,5.38420245398773,3,1
15,5.391566265060241,3,1
15,5.395545314900153,2,1
15,5.4,3,7
15,5.400455927051672,3,1
15,5.4012588512981905,3,2
15,5.406106870229007,3,1
15,5.407492354740061,3,1
15,5.4078125,3,1
15,5.408385093167702,3,3
15,5.4099279423538835,3,1
15,5.413076923076923,3,1
15,5.415254237288136,3,1
15,5.418856259659969,3,1
15,5.419481539670071,3,4
15,5.422501966955154,3,4
15,5.425178147268409,3,1
15,5.425565081839439,3,1
15,5.429136975455266,3,4
15,5.429143314651721,3,1
15,5.431294678316124,3,7
15,5.431545236188951,3,1
15,5.431587177482408,3,1
15,5.4321486268174475,3,10
15,5.4332273449920505,3,1
15,5.434303697875689,3,1
15,5.435102040816327,3,2
15,5.435418359057676,3,2
15,5.436698717948718,3,1
15,5.437990580847724,3,1
15,5.441441441441442,3,2
15,5.442926045016077,3,1
15,5.443037974683544,3,1
15,5.444444444444445,3,2
15,5.444533762057878,3,2
15,5.445945945945946,3,1
15,5.44624090541633,3,3
15,5.446471054718478,3,1
15,5.447749196141479,3,6
15,5.447784810126582,3,1
15,5.447822514379622,3,5
15,5.448499594484996,3,1
15,5.448605577689243,3,1
15,5.449193548387097,3,2
15,5.44991789819376,3,7
15,5.451170298627925,3,2
15,5.451963241436926,3,3
15,5.452188006482982,3,1
15,5.453290008123477,3,2
15,5.454397394136808,3,1
15,5.4548413344182265,3,1
15,5.455144032921811,3,13
15,5.455284552845528,3,1
15,5.455821635012386,3,1
15,5.45646867371847,3,2
15,5.456575682382134,3,1
15,5.457050243111832,3,2
15,5.457740585774059,3,12
15,5.458027709861451,3,2
15,5.458909682668836,3,1
15,5.459616985845129,3,2
15,5.460032626427406,3,1
15,5.460636515912898,3,1
15,5.461097461097461,3,1
15,5.462114904246461,3,1
15,5.4625905068382945,3,1
15,5.462674323215751,3,1
15,5.462796402289452,3,1
15,5.463793103448276,3,7
15,5.464316423043852,3,1
15,5.465116279069767,3,2
15,5.465460526315789,3,1
15,5.465994962216625,3,2
15,5.466165413533835,3,4
15,5.468032786885246,3,1
15,5.468139337298216,3,5
15,5.468227424749164,3,4
15,5.468698517298188,3,2
15,5.469135802469136,3,2
15,5.46923707957342,3,5
15,5.469522240527183,3,1
15,5.469557964970809,3,14
15,5.47029702970297,3,1
15,5.470636889991729,3,2
15,5.4706867671691795,3,6
15,5.470733718054411,3,1
15,5.471161657189277,3,1
15,5.472175379426644,3,1
15,5.47233691164327,3,1
15,5.472620050547599,3,3
15,5.473858921161826,3,1
15,5.473902236951118,3,1
15,5.474391267842149,3,2
15,5.475083056478406,3,1
15,5.475147430497051,3,3
15,5.475599669148056,3,2
15,5.4759493670886075,3,4
15,5.4760330578512395,3,1
15,5.47766323024055,3,5
15,5.47771236333053,3,1
15,5.47804054054054,3,1
15,5.478260869565218,3,1
15,5.478369384359401,3,2
15,5.478441127694859,3,1
15,5.478885135135135,3,1
15,5.480367585630743,3,1
15,5.480883602378929,3,2
15,5.480948348856901,3,2
15,5.481387478849408,3,1
15,5.481417458945549,3,2
15,5.48172757475083,3,2
15,5.482068390325271,3,1
15,5.482157676348548,3,2
15,5.4822033898305085,3,9
15,5.48330550918197,3,1
15,5.483952702702703,3,20
15,5.484255319148936,3,2
15,5.484308736217133,3,4
15,5.4845961698584516,3,1
15,5.484689413823272,3,3
15,5.484974958263773,3,1
15,5.485156912637828,3,1
15,5.485217391304348,3,1
15,5.485568760611206,3,3
15,5.485933503836317,3,1
15,5.486622073578595,3,1
15,5.4869418702611625,3,1
15,5.487244897959184,3,1
15,5.4874371859296485,3,1
15,5.487610619469026,3,5
15,5.48768054375531,3,2
15,5.487866108786611,3,1
15,5.488235294117647,3,1
15,5.488549618320611,3,6
15,5.488702928870293,3,1
15,5.488888888888889,3,3
15,5.4892915980230645,3,1
15,5.489864864864865,3,1
15,5.4902127659574465,3,2
15,5.490333919156415,3,1
15,5.4903765690376565,3,1
15,5.4908296943231445,3,3
15,5.491017964071856,3,1
15,5.491258741258742,3,2
15,5.491319444444445,3,1
15,5.491610738255034,3,4
15,5.492294520547945,3,5
15,5.492333901192504,3,1
15,5.4926913155631985,3,2
15,5.492703862660944,3,1
15,5.493067590987868,3,7
15,5.493103448275862,3,5
15,5.493975903614458,3,1
15,5.493996569468267,3,1
15,5.494017094017094,3,6
15,5.494430162810626,3,1
15,5.495278969957082,3,1
15,5.495358649789029,3,1
15,5.495711835334477,3,7
15,5.495791245791246,3,1
15,5.4969485614646905,3,12
15,5.496995708154507,3,2
15,5.497005988023952,3,1
15,5.49704641350211,3,1
15,5.497413793103449,3,3
15,5.497422680412371,3,2
15,5.497470489038786,3,1
15,5.497854077253219,3,1
15,5.4982363315696645,3,1
15,5.498284734133791,3,6
15,5.498689956331877,3,13
15,5.498710232158212,3,2
15,5.498716852010265,3,1
15,5.499136442141624,3,1
15,5.5,3,2
15,5.500428449014567,3,2
15,5.500430663221361,3,1
15,5.500844594594595,3,1
15,5.500860585197935,3,2
15,5.5012964563526365,3,1
15,5.502153316106805,3,2
15,5.502595155709343,3,2
15,5.502968617472434,3,2
15,5.503882657463331,3,10
15,5.503957783641161,3,3
15,5.504244482173175,3,1
15,5.5042589437819425,3,1
15,5.504761904761905,3,1
15,5.50509337860781,3,1
15,5.505281690140845,3,6
15,5.5056374674761495,3,1
15,5.505952380952381,3,1
15,5.506065857885615,3,2
15,5.506372132540357,3,1
15,5.506426735218509,3,1
15,5.5064935064935066,3,1
15,5.506504770164788,3,1
15,5.506527415143603,3,1
15,5.506920415224913,3,1
15,5.506944444444445,3,2
15,5.506950880444856,3,4
15,5.507234042553192,3,1
15,5.507346585998271,3,8
15,5.507372072853426,3,1
15,5.507384882710686,3,1
15,5.5078125,3,3
15,5.5078397212543555,3,3
15,5.508085106382978,3,1
15,5.5083114610673665,3,1
15,5.508787346221441,3,7
15,5.508849557522124,3,1
15,5.5091225021720245,3,3
15,5.509369676320272,3,1
15,5.509401709401709,3,2
15,5.50948275862069,3,3
15,5.509515570934256,3,1
15,5.509532062391681,3,4
15,5.510204081632653,3,1
15,5.5103986135181975,3,1
15,5.510822510822511,3,11
15,5.510879025239339,3,1
15,5.511092150170649,3,1
15,5.511304347826087,3,7
15,5.5115089514066495,3,1
15,5.511627906976744,3,3
15,5.512173913043478,3,1
15,5.512195121951219,3,1
15,5.512340425531915,3,1
15,5.512663755458515,3,1
15,5.5130662020905925,3,1
15,5.513111888111888,3,1
15,5.5131578947368425,3,4
15,5.5132275132275135,3,46
15,5.513297872340425,3,8
15,5.513656387665198,3,6
15,5.514001806684734,3,29
15,5.51423487544484,3,3
15,5.51438535309503,3,2
15,5.514579759862778,3,1
15,5.514808362369338,3,1
15,5.514995715509854,3,1
15,5.515583259127338,3,5
15,5.515706806282722,3,3
15,5.515789473684211,3,1
15,5.515825491873396,3,1
15,5.516129032258065,3,3
15,5.516971279373368,3,1
15,5.5171480144404335,3,13
15,5.517302573203194,3,11
15,5.517391304347826,3,2
15,5.5174825174825175,3,7
15,5.517543859649122,3,2
15,5.5177304964539005,3,6
15,5.517872711421099,3,1
15,5.517903930131005,3,2
15,5.517966695880807,3,1
15,5.517998244073749,3,1
15,5.518061674008811,3,1
15,5.5181818181818185,3,7
15,5.518324607329843,3,5
15,5.518385650224215,3,11
15,5.518486672398968,3,1
15,5.518810148731409,3,2
15,5.518867924528302,3,1
15,5.5193014705882355,3,3
15,5.519421860885275,3,1
15,5.519713261648746,3,1
15,5.519748653500898,3,3
15,5.5197541703248465,3,5
15,5.519793459552496,3,1
15,5.52007136485281,3,5
15,5.5204882301656495,3,1
15,5.520963425512935,3,2
15,5.521015761821366,3,14
15,5.521089630931459,3,1
15,5.521344232515895,3,1
15,5.521434820647419,3,4
15,5.521543985637343,3,1
15,5.521547933157432,3,1
15,5.521968365553603,3,4
15,5.5223488168273445,3,1
15,5.522788203753351,3,1
15,5.522864538395169,3,1
15,5.522887323943662,3,1
15,5.522911051212938,3,2
15,5.5232758620689655,3,1
15,5.523306948109059,3,2
15,5.523430592396109,3,1
15,5.523639607493309,3,8
15,5.524059492563429,3,4
15,5.52414398595259,3,1
15,5.524561403508772,3,2
15,5.52461951656222,3,24
15,5.5246800731261425,3,13
15,5.5246913580246915,3,1
15,5.525089605734767,3,6
15,5.525198938992043,3,1
15,5.525483304042179,3,1
15,5.525528169014085,3,1
15,5.525663716814159,3,1
15,5.5260370697263905,3,1
15,5.526223776223776,3,1
15,5.526315789473684,3,1
15,5.526455026455026,3,6
15,5.526833631484794,3,1
15,5.526872246696035,3,2
15,5.526919682259488,3,2
15,5.526978417266187,3,2
15,5.527124773960217,3,1
15,5.527145359019264,3,1
15,5.527305282005371,3,1
15,5.527390900649953,3,1
15,5.527678571428571,3,3
15,5.527704485488127,3,1
15,5.527802294792586,3,5
15,5.527851458885942,3,1
15,5.528119507908611,3,1
15,5.5282186948853616,3,1
15,5.5282511210762335,3,20
15,5.528268551236749,3,1
15,5.528645833333333,3,1
15,5.528673835125448,3,1
15,5.528684907325684,3,2
15,5.528786536758193,3,1
15,5.528837622005324,3,1
15,5.529252925292529,3,1
15,5.529516994633274,3,11
15,5.529619805481874,3,1
15,5.529676258992806,3,15
15,5.52997393570808,3,1
15,5.530035335689046,3,1
15,5.530141843971631,3,1
15,5.530195381882771,3,1
15,5.530207394048692,3,2
15,5.530386740331492,3,3
15,5.530864197530864,3,1
15,5.531028368794326,3,1
15,5.531277533039647,3,3
15,5.531443755535872,3,1
15,5.531474820143885,3,11
15,5.531633616619453,3,8
15,5.531858407079646,3,14
15,5.531895777178796,3,2
15,5.532068654019874,3,3
15,5.532272325375773,3,1
15,5.532444444444445,3,1
15,5.532801418439717,3,1
15,5.533149171270718,3,5
15,5.533215234720992,3,2
15,5.533453887884268,3,8
15,5.5335820895522385,3,2
15,5.5336283185840704,3,1
15,5.533692722371968,3,1
15,5.533697632058288,3,1
15,5.533861037818822,3,1
15,5.5339721254355405,3,1
15,5.533998186763372,3,1
15,5.534222222222223,3,1
15,5.534296028880866,3,8
15,5.534574468085107,3,2
15,5.53496821071753,3,1
15,5.535048802129547,3,2
15,5.535135135135135,3,26
15,5.535173642030276,3,4
15,5.535224153705398,3,13
15,5.5353260869565215,3,3
15,5.535460992907802,3,3
15,5.5355871886121,3,2
15,5.535617673579802,3,18
15,5.535650623885918,3,1
15,5.5357466063348415,3,5
15,5.535816618911174,3,3
15,5.53606411398041,3,1
15,5.536166365280289,3,2
15,5.536193029490617,3,1
15,5.536412078152753,3,3
15,5.536823425022183,3,6
15,5.537020517395183,3,1
15,5.53713768115942,3,8
15,5.537300177619893,3,1
15,5.537433155080214,3,3
15,5.537567084078712,3,1
15,5.537643932683791,3,1
15,5.537761601455869,3,3
15,5.538033395176252,3,1
15,5.538043478260869,3,1
15,5.5380530973451325,3,1
15,5.538666666666667,3,3
15,5.538804638715432,3,2
15,5.5388086642599275,3,1
15,5.539019963702359,3,12
15,5.539076376554174,3,1
15,5.539224526600541,3,1
15,5.539437896645512,3,8
15,5.539653600729261,3,4
15,5.539696699375558,3,2
15,5.54,3,1
15,5.540035587188612,3,2
15,5.540072859744991,3,1
15,5.54016620498615,3,15
15,5.540250447227192,3,1
15,5.540661304736372,3,1
15,5.54070796460177,3,1
15,5.541058394160584,3,1
15,5.541071428571429,3,3
15,5.541259982253771,3,2
15,5.541333333333333,3,1
15,5.541818181818182,3,7
15,5.541858325666973,3,1
15,5.541889483065954,3,12
15,5.541970802919708,3,2
15,5.542039355992844,3,1
15,5.542047531992687,3,1
15,5.542081447963801,3,15
15,5.542124542124542,3,1
15,5.542226487523992,3,2
15,5.542297417631344,3,2
15,5.542448614834674,3,1
15,5.542592592592593,3,1
15,5.542727272727273,3,43
15,5.5428832116788325,3,1
15,5.542933810375671,3,6
15,5.542936288088643,3,18
15,5.542961608775137,3,1
15,5.543087971274685,3,1
15,5.54367201426025,3,1
15,5.543795620437956,3,1
15,5.544157002676182,3,1
15,5.544315129811997,3,5
15,5.544474393530997,3,1
15,5.544715447154472,3,7
15,5.5447227191413235,3,2
15,5.544789762340036,3,6
15,5.544959128065395,3,8
15,5.545708955223881,3,2
15,5.545941123996432,3,1
15,5.546034639927074,3,5
15,5.546188340807175,3,2
15,5.546296296296297,3,58
15,5.546354635463547,3,1
15,5.546448087431694,3,6
15,5.546532846715328,3,5
15,5.546554934823091,3,29
15,5.546594982078853,3,4
15,5.546617915904936,3,3
15,5.546762589928058,3,1
15,5.546916890080429,3,1
15,5.54703196347032,3,2
15,5.54711802378774,3,5
15,5.547576301615799,3,1
15,5.5476190476190474,3,1
15,5.547982062780269,3,4
15,5.548059149722736,3,1
15,5.5481758652946676,3,4
15,5.5482416591523895,3,1
15,5.548447789275635,3,7
15,5.548534798534798,3,2
15,5.548598130841121,3,5
15,5.548648648648649,3,1
15,5.548791405550582,3,1
15,5.5488029465930016,3,1
15,5.548947849954255,3,2
15,5.549090909090909,3,8
15,5.549194991055456,3,1
15,5.549371633752244,3,3
15,5.5497716894977165,3,23
15,5.549865229110512,3,12
15,5.549954170485793,3,2
15,5.5500450856627594,3,1
15,5.550045913682277,3,2
15,5.550185873605948,3,1
15,5.550269299820466,3,1
15,5.550323176361958,3,2
15,5.5504587155963305,3,8
15,5.550644567219153,3,1
15,5.5507921714818265,3,2
15,5.550870760769936,3,2
15,5.550921435499515,3,2
15,5.5510018214936245,3,8
15,5.55107778819119,3,11
15,5.551258992805756,3,2
15,5.551282051282051,3,6
15,5.5514440433212995,3,1
15,5.551477170993733,3,1
15,5.551565377532229,3,1
15,5.55188246097337,3,11
15,5.551942186088527,3,2
15,5.552346570397112,3,1
15,5.552466367713005,3,1
15,5.552583025830258,3,1
15,5.552754435107376,3,13
15,5.553097345132743,3,1
15,5.553153153153153,3,2
15,5.553308823529412,3,1
15,5.55352241537054,3,8
15,5.553555355535553,3,2
15,5.553748870822042,3,2
15,5.553817847286108,3,4
15,5.554227941176471,3,42
15,5.554249547920434,3,1
15,5.554428044280443,3,2
15,5.55452865064695,3,2
15,5.554553651938684,3,1
15,5.55463728191001,3,3
15,5.55493998153278,3,1
15,5.554945054945055,3,6
15,5.554954954954955,3,1
15,5.55524861878453,3,5
15,5.555253623188406,3,1
15,5.555656108597285,3,4
15,5.5556577736890524,3,8
15,5.555660377358491,3,4
15,5.555755395683454,3,1
15,5.555758683729433,3,7
15,5.555855855855856,3,1
15,5.555860805860806,3,4
15,5.555863342566943,3,1
15,5.556057866184449,3,1
15,5.556169429097606,3,2
15,5.55637707948244,3,1
15,5.556390977443609,3,18
15,5.5565862708719855,3,1
15,5.556859205776173,3,2
15,5.556880733944954,3,4
15,5.557034220532319,3,2
15,5.557065217391305,3,2
15,5.557077625570776,3,5
15,5.557090239410681,3,1
15,5.557129367327668,3,4
15,5.557315936626281,3,44
15,5.557392102846649,3,24
15,5.557570262919311,3,2
15,5.557603686635945,3,14
15,5.557638238050609,3,43
15,5.557816836262719,3,2
15,5.557924003707136,3,2
15,5.558011049723757,3,5
15,5.558265582655826,3,1
15,5.558741905642923,3,2
15,5.55877034358047,3,1
15,5.558795860771402,3,1
15,5.558983666061706,3,2
15,5.559040590405904,3,6
15,5.5591985428051,3,1
15,5.559273422562142,3,51
15,5.559447004608295,3,4
15,5.559777571825765,3,5
15,5.559883154819864,3,6
15,5.5599630996309966,3,4
15,5.560072267389341,3,1
15,5.560180995475113,3,2
15,5.560185185185185,3,5
15,5.560480147737765,3,1
15,5.560491493383743,3,1
15,5.560798548094374,3,2
15,5.561021759697256,3,3
15,5.561307901907357,3,5
15,5.56140350877193,3,29
15,5.561631139944393,3,4
15,5.561745589600743,3,4
15,5.5617777777777775,3,1
15,5.5618081180811805,3,1
15,5.561930783242259,3,1
15,5.562152133580705,3,5
15,5.56221198156682,3,12
15,5.562264150943396,3,32
15,5.562558795860771,3,4
15,5.5627272727272725,3,3
15,5.56289592760181,3,1
15,5.562907735321528,3,1
15,5.562956204379562,3,2
15,5.563017479300828,3,2
15,5.563197026022305,3,2
15,5.5633270321361055,3,3
15,5.563524590163935,3,4
15,5.563602599814299,3,5
15,5.56390977443609,3,32
15,5.563916591115141,3,1
15,5.564007421150278,3,4
15,5.56405529953917,3,6
15,5.564272211720227,3,27
15,5.564292321924144,3,1
15,5.564663023679417,3,1
15,5.564814814814815,3,54
15,5.564899451553931,3,2
15,5.565055762081784,3,3
15,5.5650591446769795,3,1
15,5.565217391304348,3,12
15,5.565296803652968,3,1
15,5.565581395348837,3,2
15,5.565802113352546,3,3
15,5.565826330532213,3,1
15,5.565839694656488,3,2
15,5.565985130111524,3,12
15,5.566089334548769,3,1
15,5.566142460684551,3,1
15,5.566413662239089,3,3
15,5.56648451730419,3,4
15,5.566666666666666,3,1
15,5.566760037348272,3,1
15,5.566849816849817,3,1
15,5.566951566951567,3,5
15,5.567039106145251,3,8
15,5.567441860465117,3,6
15,5.567592592592592,3,1
15,5.567820392890552,3,2
15,5.567970204841713,3,1
15,5.568118628359592,3,1
15,5.56822429906542,3,2
15,5.56824512534819,3,12
15,5.568430656934306,3,1
15,5.568441064638783,3,3
15,5.5686456400742115,3,13
15,5.568681318681318,3,2
15,5.568773234200743,3,8
15,5.568867924528302,3,18
15,5.568901303538175,3,1
15,5.569259962049336,3,18
15,5.569364161849711,3,50
15,5.569431500465983,3,19
15,5.569608735213831,3,1
15,5.5696913002806365,3,2
15,5.569832402234637,3,1
15,5.5698630136986305,3,1
15,5.570075757575758,3,47
15,5.570102135561745,3,1
15,5.570224719101123,3,3
15,5.570232558139534,3,1
15,5.570476190476191,3,7
15,5.570494864612511,3,2
15,5.570647219690064,3,1
15,5.57089552238806,3,18
15,5.571030640668524,3,2
15,5.571151984511133,3,22
15,5.571295433364399,3,3
15,5.571296296296296,3,2
15,5.57156220767072,3,1
15,5.571563088512241,3,1
15,5.571696344892221,3,4
15,5.5718206770356815,3,1
15,5.571973307912297,3,7
15,5.572093023255814,3,19
15,5.572097378277154,3,1
15,5.572212065813528,3,1
15,5.5722326454033775,3,1
15,5.572380952380953,3,5
15,5.5723873441994245,3,4
