m,avcol,chi,mult
10,4.87624750499002,2,3
10,4.878787878787879,3,1
10,4.88,2,3
10,4.88508064516129,2,2
10,4.888888888888889,2,1
10,4.889558232931727,3,1
10,4.895161290322581,3,4
10,4.899176954732511,3,2
10,4.904665314401623,3,3
10,4.908163265306122,3,1
10,4.910638297872341,3,4
10,4.913934426229508,3,3
10,4.919753086419753,3,4
10,4.920335429769392,3,1
10,4.923395445134576,3,1
10,4.928118393234672,3,31
10,4.929313929313929,3,1
10,4.929606625258799,3,3
10,4.933333333333334,3,1
10,4.93446088794926,3,1
10,4.939330543933054,3,1
10,4.9423076923076925,3,1
10,4.943396226415095,3,1
10,4.944206008583691,3,23
10,4.9445676274944566,3,1
10,4.947483588621444,3,6
10,4.949260042283298,3,1
10,4.954446854663774,3,3
10,4.954643628509719,3,17
10,4.95575221238938,3,3
10,4.956896551724138,3,1
10,4.958695652173913,3,1
10,4.96078431372549,3,7
10,4.965065502183406,3,6
10,4.9708520179372195,3,33
10,4.970982142857143,3,6
10,4.9714912280701755,3,20
10,4.975717439293598,3,1
10,4.976470588235294,3,2
10,4.979683972911964,3,3
10,4.982261640798226,3,3
10,4.986486486486487,3,2
10,4.986666666666666,3,1
10,4.988864142538976,3,3
10,4.995444191343964,3,6
10,5,3,102
10,5.0046082949308754,3,1
10,5.006944444444445,3,4
10,5.0116009280742455,3,5
10,5.011820330969267,3,22
10,5.0162790697674415,3,1
10,5.018648018648019,3,25
10,5.02093023255814,3,1
10,5.030516431924883,3,13
10,5.036764705882353,3,1
10,5.037558685446009,3,1
10,5.038647342995169,3,12
10,5.039800995024875,3,10
10,5.048899755501222,3,1
10,5.0513447432762835,3,108
10,5.056097560975609,3,5
10,5.066666666666666,3,4
10,5.0785340314136125,3,2
10,5.087403598971722,3,32
10,5.138297872340425,4,6
10,5.147849462365591,4,19
10,5.1506849315068495,4,2
10,5.150943396226415,4,1
10,5.177464788732395,4,22
10,5.206489675516224,4,4
10,5.271565495207668,4,3
10,5.553191489361702,5,1
11,4.815053763440861,2,1
11,4.829694323144105,2,2
11,4.865168539325842,2,4
11,4.870748299319728,2,4
11,4.8807339449541285,2,1
11,4.887096774193548,2,4
11,4.897435897435898,2,2
11,4.901869158878505,2,2
11,4.905569007263923,3,1
11,4.908018867924528,2,1
11,4.910377358490566,2,1
11,4.912529550827423,2,1
11,4.913145539906103,3,1
11,4.916666666666667,3,1
11,4.923444976076555,2,1
11,4.931116389548694,3,1
11,4.935406698564593,3,1
11,4.9423076923076925,3,1
11,4.944578313253012,3,3
11,4.948275862068965,3,7
11,4.9507389162561575,3,1
11,4.953771289537713,3,1
11,4.9569620253164555,3,2
11,4.960880195599022,3,2
11,4.967418546365915,3,12
11,4.970370370370371,3,1
11,4.9727722772277225,3,1
11,4.974424552429667,3,1
11,4.977667493796526,3,1
11,4.979274611398964,3,12
11,4.979695431472082,3,9
11,4.98019801980198,3,1
11,4.984455958549223,3,1
11,4.985037406483791,3,1
11,4.987244897959184,3,7
11,4.992287917737789,3,3
11,4.992481203007519,3,1
11,4.997422680412371,3,2
11,5,3,6
11,5.00253164556962,3,1
11,5.00261780104712,3,1
11,5.005181347150259,3,9
11,5.005208333333333,3,1
11,5.007792207792208,3,5
11,5.010443864229765,3,1
11,5.010781671159029,3,4
11,5.013020833333333,3,3
11,5.013089005235602,3,2
11,5.013262599469496,3,1
11,5.013297872340425,3,21
11,5.018372703412074,3,3
11,5.020942408376963,3,4
11,5.021505376344086,3,20
11,5.021857923497268,3,3
11,5.023684210526316,3,1
11,5.0263852242744065,3,6
11,5.02710027100271,3,1
11,5.031746031746032,3,1
11,5.031914893617022,3,1
11,5.032171581769437,3,1
11,5.032608695652174,3,1
11,5.033240997229917,3,2
11,5.0344827586206895,3,3
11,5.035230352303523,3,39
11,5.040106951871658,3,1
11,5.040983606557377,3,3
11,5.042857142857143,3,8
11,5.043478260869565,3,1
11,5.043835616438356,3,14
11,5.045576407506703,3,1
11,5.048387096774194,3,1
11,5.049180327868853,3,5
11,5.049450549450549,3,22
11,5.0497237569060776,3,2
11,5.053221288515406,3,6
11,5.055401662049862,3,1
11,5.058011049723757,3,39
11,5.061111111111111,3,1
11,5.064066852367688,3,9
11,5.065340909090909,3,2
11,5.067039106145251,3,3
11,5.069832402234637,3,2
11,5.072829131652661,3,16
11,5.074498567335244,3,81
11,5.078651685393258,3,4
11,5.0790960451977405,3,1
11,5.081690140845071,3,7
11,5.084985835694051,3,1
11,5.086206896551724,3,5
11,5.088068181818182,3,4
11,5.089285714285714,3,2
11,5.094017094017094,3,1
11,5.096590909090909,3,5
11,5.097922848664688,3,4
11,5.099125364431487,3,2
11,5.099415204678363,3,95
11,5.100313479623824,3,2
11,5.102409638554217,3,19
11,5.103151862464183,3,1
11,5.106194690265487,3,4
11,5.107558139534884,3,1
11,5.109467455621302,3,4
11,5.11144578313253,3,16
11,5.112426035502959,3,1
11,5.115044247787611,3,17
11,5.115727002967359,3,14
11,5.12094395280236,3,1
11,5.125373134328358,3,24
11,5.125382262996942,3,2
11,5.139240506329114,3,14
11,5.145962732919255,3,118
11,5.148606811145511,3,5
11,5.163522012578617,3,1
11,5.172413793103448,4,1
11,5.17915309446254,3,12
11,5.187898089171974,4,2
11,5.188741721854305,4,1
11,5.1923076923076925,4,18
11,5.200647249190938,4,1
11,5.204545454545454,4,5
11,5.204620462046204,4,9
11,5.221476510067114,4,6
11,5.230508474576271,4,49
11,5.238907849829351,4,1
11,5.25886524822695,4,25
11,5.260869565217392,4,2
11,5.32183908045977,4,10
11,5.348,4,3
11,5.590909090909091,5,2
12,4.817073170731708,2,1
12,4.820197044334975,2,1
12,4.877604166666667,2,1
12,4.8921052631578945,2,4
12,4.896551724137931,2,1
12,4.908602150537634,2,1
12,4.913746630727763,2,2
12,4.918918918918919,2,1
12,4.920980926430517,2,1
12,4.926229508196721,2,1
12,4.93646408839779,2,1
12,4.954802259887006,2,1
12,4.954802259887006,3,1
12,4.958333333333333,3,1
12,4.966292134831461,3,1
12,4.976401179941003,3,3
12,4.982352941176471,3,1
12,4.9855072463768115,3,4
12,4.988538681948424,3,1
12,4.991228070175438,3,3
12,5.005934718100891,3,5
12,5.0087463556851315,3,1
12,5.017964071856287,3,4
12,5.020588235294118,3,1
12,5.021084337349397,3,1
12,5.024615384615385,3,10
12,5.025,3,1
12,5.027190332326284,3,2
12,5.030120481927711,3,1
12,5.03030303030303,3,1
12,5.031055900621118,3,3
12,5.035598705501618,3,2
12,5.036474164133739,3,2
12,5.036697247706422,3,1
12,5.039755351681957,3,1
12,5.040372670807454,3,5
12,5.042944785276074,3,2
12,5.046153846153846,3,1
12,5.0474683544303796,3,1
12,5.0493421052631575,3,1
12,5.050314465408805,3,7
12,5.051359516616314,3,1
12,5.052469135802469,3,5
12,5.05379746835443,3,2
12,5.055384615384615,3,1
12,5.056782334384858,3,6
12,5.057142857142857,3,5
12,5.059190031152648,3,1
12,5.062111801242236,3,1
12,5.063694267515924,3,6
12,5.064102564102564,3,2
12,5.065625,3,1
12,5.066666666666666,3,4
12,5.070739549839228,3,1
12,5.071875,3,1
12,5.073717948717949,3,12
12,5.074193548387097,3,2
12,5.07516339869281,3,12
12,5.0754716981132075,3,1
12,5.077170418006431,3,6
12,5.077419354838709,3,1
12,5.078864353312303,3,1
12,5.080906148867314,3,5
12,5.0854430379746836,3,1
12,5.086092715231788,3,19
12,5.087662337662338,3,1
12,5.088135593220339,3,3
12,5.088235294117647,3,2
12,5.089171974522293,3,1
12,5.091205211726384,3,11
12,5.092651757188499,3,1
12,5.0941558441558445,3,4
12,5.097315436241611,3,8
12,5.098039215686274,3,3
12,5.098684210526316,3,5
12,5.099337748344371,3,1
12,5.101639344262295,3,8
12,5.102310231023102,3,2
12,5.105263157894737,3,3
12,5.105610561056106,3,1
12,5.106312292358804,3,1
12,5.107266435986159,3,24
12,5.1092715231788075,3,12
12,5.113333333333333,3,1
12,5.11340206185567,3,5
12,5.115254237288136,3,44
12,5.116279069767442,3,5
12,5.117056856187291,3,2
12,5.12,3,7
12,5.120805369127517,3,1
12,5.123287671232877,3,28
12,5.124161073825503,3,1
12,5.127090301003345,3,1
12,5.1271477663230245,3,14
12,5.127586206896551,3,1
12,5.127946127946128,3,3
12,5.129370629370629,3,3
12,5.130872483221476,3,1
12,5.131487889273356,3,2
12,5.1328125,3,1
12,5.13448275862069,3,22
12,5.135135135135135,3,2
12,5.138888888888889,3,2
12,5.138983050847457,3,2
12,5.142857142857143,3,16
12,5.1454545454545455,3,6
12,5.145833333333333,3,27
12,5.145907473309609,3,1
12,5.14625850340136,3,1
12,5.149152542372882,3,1
12,5.150170648464163,3,1
12,5.15034965034965,3,4
12,5.151079136690647,3,12
12,5.151408450704225,3,1
12,5.15438596491228,3,35
12,5.15547703180212,3,1
12,5.155797101449275,3,1
12,5.156028368794326,3,1
12,5.157534246575342,3,1
12,5.157706093189964,3,15
12,5.158450704225352,3,10
12,5.159010600706714,3,1
12,5.161971830985915,3,5
12,5.162878787878788,3,8
12,5.162962962962963,3,2
12,5.163120567375887,3,7
12,5.1649122807017545,3,4
12,5.1678832116788325,3,2
12,5.170818505338079,3,3
12,5.170909090909091,3,113
12,5.1732851985559565,3,2
12,5.175,3,11
12,5.177935943060498,3,7
12,5.182795698924731,3,2
12,5.184115523465704,3,1
12,5.18450184501845,3,9
12,5.18705035971223,3,6
12,5.189591078066915,3,2
12,5.19172932330827,3,6
12,5.192028985507246,3,2
12,5.192592592592592,3,53
12,5.196363636363636,3,1
12,5.197761194029851,3,1
12,5.198473282442748,3,48
12,5.202247191011236,3,6
12,5.205223880597015,3,37
12,5.2105263157894735,3,1
12,5.210727969348659,3,3
12,5.215094339622642,3,21
12,5.21969696969697,3,4
12,5.220149253731344,4,1
12,5.221374045801527,4,1
12,5.226415094339623,4,7
12,5.232,3,11
12,5.235294117647059,3,83
12,5.236641221374046,4,5
12,5.2412451361867705,4,4
12,5.241379310344827,4,8
12,5.243027888446215,4,3
12,5.2471042471042475,4,1
12,5.251937984496124,4,3
12,5.253061224489796,3,1
12,5.257936507936508,4,28
12,5.261904761904762,4,3
12,5.262745098039216,4,1
12,5.274193548387097,4,40
12,5.280487804878049,4,1
12,5.285714285714286,4,6
12,5.286307053941909,4,12
12,5.290983606557377,4,6
12,5.309322033898305,4,2
12,5.31063829787234,4,89
12,5.3130434782608695,4,9
12,5.333333333333333,4,1
12,5.337777777777778,4,14
12,5.347417840375587,4,1
12,5.363636363636363,4,2
12,5.371559633027523,4,19
12,5.390697674418605,4,1
12,5.3971291866028706,4,19
12,5.475935828877005,4,2
12,5.62874251497006,5,5
12,5.645962732919255,5,1
13,4.895522388059701,2,2
13,4.903030303030303,2,1
13,4.9169230769230765,2,1
13,4.922839506172839,2,1
13,4.934375,2,1
13,4.952076677316294,2,1
13,4.9635761589403975,3,1
13,4.99672131147541,3,1
13,5.013559322033898,3,3
13,5.017543859649122,3,1
13,5.024561403508772,3,2
13,5.027027027027027,3,1
13,5.038327526132404,3,1
13,5.045454545454546,3,1
13,5.05,3,5
13,5.052631578947368,3,1
13,5.053571428571429,3,1
13,5.053956834532374,3,2
13,5.056737588652482,3,1
13,5.0618181818181816,3,2
13,5.064056939501779,3,1
13,5.069343065693431,3,3
13,5.073260073260073,3,1
13,5.07942238267148,3,1
13,5.080882352941177,3,3
13,5.0814814814814815,3,1
13,5.086792452830188,3,3
13,5.088461538461538,3,1
13,5.089219330855019,3,3
13,5.090909090909091,3,5
13,5.092592592592593,3,4
13,5.094890510948905,3,1
13,5.099616858237548,3,1
13,5.101123595505618,3,2
13,5.101960784313725,3,7
13,5.104477611940299,3,1
13,5.1056603773584905,3,4
13,5.107011070110701,3,1
13,5.108527131782946,3,2
13,5.109848484848484,3,1
13,5.111111111111111,3,5
13,5.115537848605578,3,3
13,5.117647058823529,3,1
13,5.11787072243346,3,1
13,5.122137404580153,3,6
13,5.125,3,3
13,5.1254752851711025,3,1
13,5.126436781609195,3,1
13,5.126923076923077,3,1
13,5.129411764705883,3,11
13,5.130268199233717,3,1
13,5.1312741312741315,3,2
13,5.134615384615385,3,2
13,5.135135135135135,3,1
13,5.136186770428016,3,1
13,5.138339920948616,3,4
13,5.138888888888889,3,6
13,5.1395348837209305,3,2
13,5.142292490118577,3,6
13,5.142857142857143,3,1
13,5.143968871595331,3,1
13,5.144,3,1
13,5.147286821705427,3,1
13,5.147410358565737,3,1
13,5.14859437751004,3,1
13,5.149019607843138,3,1
13,5.151639344262295,3,15
13,5.152,3,11
13,5.15234375,3,1
13,5.153846153846154,3,3
13,5.154166666666667,3,2
13,5.156,3,1
13,5.1568627450980395,3,1
13,5.1570247933884295,3,6
13,5.157258064516129,3,2
13,5.15748031496063,3,1
13,5.16,3,4
13,5.161943319838056,3,4
13,5.16205533596838,3,1
13,5.165322580645161,3,8
13,5.166666666666667,3,2
13,5.16734693877551,3,1
13,5.170634920634921,3,1
13,5.170731707317073,3,6
13,5.172131147540983,3,2
13,5.174273858921162,3,30
13,5.17467248908297,3,2
13,5.175298804780876,3,1
13,5.1755102040816325,3,15
13,5.176470588235294,3,3
13,5.180722891566265,3,1
13,5.181069958847736,3,3
13,5.184426229508197,3,4
13,5.184873949579832,3,18
13,5.18595041322314,3,7
13,5.186440677966102,3,4
13,5.188755020080321,3,1
13,5.189300411522634,3,6
13,5.189873417721519,3,13
13,5.190082644628099,3,1
13,5.190677966101695,3,1
13,5.191666666666666,3,2
13,5.1923076923076925,3,2
13,5.195020746887967,3,5
13,5.195744680851064,3,22
13,5.19811320754717,3,2
13,5.198347107438017,3,2
13,5.2,3,8
13,5.20164609053498,3,1
13,5.203319502074689,3,2
13,5.205128205128205,3,6
13,5.205882352941177,3,3
13,5.206008583690987,3,4
13,5.206140350877193,3,41
13,5.206896551724138,3,6
13,5.207792207792208,3,1
13,5.2092050209205025,3,2
13,5.210300429184549,3,39
13,5.210970464135021,3,2
13,5.212121212121212,3,1
13,5.213675213675214,3,7
13,5.214285714285714,3,3
13,5.216450216450217,3,4
13,5.220338983050848,3,5
13,5.221739130434782,3,23
13,5.223214285714286,3,12
13,5.223628691983122,3,1
13,5.223744292237443,3,24
13,5.225531914893617,3,1
13,5.226086956521739,3,1
13,5.228070175438597,3,3
13,5.228813559322034,3,1
13,5.230434782608696,3,13
13,5.230769230769231,3,1
13,5.2314410480349345,3,6
13,5.2318181818181815,3,4
13,5.233480176211454,3,3
13,5.235042735042735,3,2
13,5.2368421052631575,3,37
13,5.237885462555066,3,1
13,5.240343347639485,3,1
13,5.243362831858407,3,6
13,5.245454545454545,3,18
13,5.248868778280543,3,39
13,5.248888888888889,3,19
13,5.25,4,1
13,5.252212389380531,3,5
13,5.252293577981652,3,2
13,5.254464285714286,3,1
13,5.255605381165919,3,2
13,5.255813953488372,3,1
13,5.258373205741627,3,7
13,5.258928571428571,3,6
13,5.261261261261262,3,3
13,5.261467889908257,3,73
13,5.262222222222222,4,2
13,5.26457399103139,3,11
13,5.267281105990784,3,20
13,5.268518518518518,3,2
13,5.268518518518518,4,1
13,5.271493212669683,3,3
13,5.273542600896861,4,3
13,5.274418604651163,3,11
13,5.274774774774775,4,1
13,5.275229357798165,4,5
13,5.277272727272727,3,2
13,5.280542986425339,4,2
13,5.28169014084507,3,1
13,5.28310502283105,3,1
13,5.284313725490196,3,2
13,5.285046728971962,3,1
13,5.287671232876712,4,3
13,5.287735849056604,3,1
13,5.288461538461538,3,71
13,5.291079812206573,3,34
13,5.293577981651376,4,3
13,5.293838862559242,4,3
13,5.294392523364486,4,20
13,5.2949308755760365,4,1
13,5.29665071770335,4,9
13,5.297560975609756,4,1
13,5.298578199052133,3,1
13,5.30188679245283,4,9
13,5.304761904761905,3,6
13,5.308056872037914,4,9
13,5.3088235294117645,3,2
13,5.309523809523809,4,1
13,5.314285714285714,4,13
13,5.315789473684211,4,5
13,5.320197044334975,3,39
13,5.320388349514563,4,3
13,5.322115384615385,4,17
13,5.325,4,6
13,5.330097087378641,4,2
13,5.336585365853659,4,2
13,5.338308457711443,4,80
13,5.3431372549019605,4,2
13,5.351485148514851,4,1
13,5.353535353535354,4,38
13,5.3538461538461535,4,6
13,5.355329949238579,4,1
13,5.3604060913705585,4,12
13,5.362244897959184,4,2
13,5.364583333333333,4,28
13,5.369230769230769,4,12
13,5.383419689119171,4,3
13,5.38421052631579,4,1
13,5.388297872340425,4,95
13,5.391304347826087,4,12
13,5.398876404494382,4,5
13,5.413043478260869,4,12
13,5.415300546448087,4,1
13,5.423076923076923,4,2
13,5.424581005586592,4,5
13,5.438888888888889,4,3
13,5.445714285714286,4,58
13,5.459770114942529,4,1
13,5.470238095238095,4,15
13,5.506666666666667,4,1
13,5.522292993630574,4,7
13,5.661971830985915,5,1
13,5.666666666666667,5,7
13,5.6838235294117645,5,6
13,5.733870967741935,5,1
14,4.910344827586207,2,1
14,4.9298245614035086,2,1
14,4.946236559139785,2,1
14,5.019230769230769,3,1
14,5.052,3,1
14,5.053061224489796,3,2
14,5.075,3,1
14,5.077551020408163,3,1
14,5.083682008368201,3,2
14,5.085106382978723,3,3
14,5.087719298245614,3,2
14,5.095238095238095,3,1
14,5.102127659574468,3,2
14,5.105263157894737,3,1
14,5.113122171945701,3,1
14,5.126086956521739,3,1
14,5.128888888888889,3,1
14,5.131578947368421,3,1
14,5.132743362831858,3,1
14,5.134529147982063,3,2
14,5.136563876651983,3,1
14,5.148837209302326,3,5
14,5.149321266968326,3,1
14,5.1506849315068495,3,1
14,5.151785714285714,3,1
14,5.153488372093023,3,3
14,5.154545454545454,3,6
14,5.155555555555556,3,1
14,5.158371040723982,3,1
14,5.160377358490566,3,2
14,5.162037037037037,3,3
14,5.162162162162162,3,1
14,5.1658536585365855,3,2
14,5.1658986175115205,3,1
14,5.166666666666667,3,1
14,5.171945701357466,3,1
14,5.1720930232558135,3,2
14,5.175925925925926,3,2
14,5.177570093457944,3,1
14,5.180094786729858,3,2
14,5.181818181818182,3,3
14,5.182242990654205,3,3
14,5.188405797101449,3,5
14,5.189320388349515,3,1
14,5.191489361702128,3,1
14,5.1923076923076925,3,9
14,5.193396226415095,3,1
14,5.194312796208531,3,1
14,5.197183098591549,3,1
14,5.199029126213592,3,2
14,5.2,3,1
14,5.203791469194313,3,1
14,5.203980099502488,3,7
14,5.204878048780488,3,6
14,5.20873786407767,3,6
14,5.20952380952381,3,1
14,5.2105263157894735,3,3
14,5.21078431372549,3,1
14,5.211822660098522,3,4
14,5.214285714285714,3,1
14,5.215686274509804,3,4
14,5.21608040201005,3,11
14,5.216346153846154,3,2
14,5.216494845360825,3,12
14,5.217171717171717,3,3
14,5.217821782178218,3,3
14,5.221674876847291,3,4
14,5.223300970873787,3,1
14,5.2288557213930345,3,8
14,5.230769230769231,3,5
14,5.231155778894473,3,1
14,5.232673267326732,3,1
14,5.233009708737864,3,1
14,5.234146341463415,3,2
14,5.235,3,9
14,5.236180904522613,3,2
14,5.2368421052631575,3,11
14,5.237113402061856,3,2
14,5.2388059701492535,3,2
14,5.24,3,2
14,5.240196078431373,3,1
14,5.242424242424242,3,4
14,5.244791666666667,3,1
14,5.244897959183674,3,6
14,5.2462311557788945,3,3
14,5.248704663212435,3,18
14,5.248730964467005,3,1
14,5.25,3,1
14,5.252525252525253,3,10
14,5.253807106598985,3,1
14,5.256281407035176,3,1
14,5.256410256410256,3,2
14,5.2565445026178015,3,5
14,5.257425742574258,3,1
14,5.2594594594594595,3,1
14,5.260204081632653,3,9
14,5.261363636363637,3,4
14,5.262569832402234,3,3
14,5.2631578947368425,3,3
14,5.2639593908629445,3,1
14,5.265625,3,4
14,5.266666666666667,3,4
14,5.267015706806283,3,35
14,5.268041237113402,3,6
14,5.2712765957446805,3,2
14,5.271739130434782,3,7
14,5.271794871794872,3,1
14,5.274611398963731,3,4
14,5.275132275132275,3,8
14,5.278350515463917,3,3
14,5.28021978021978,3,1
14,5.28125,3,1
14,5.281914893617022,3,26
14,5.282051282051282,4,1
14,5.282722513089006,3,1
14,5.282722513089006,4,1
14,5.283422459893048,3,3
14,5.284974093264249,3,3
14,5.286458333333333,3,1
14,5.2894736842105265,3,2
14,5.2896174863387975,3,22
14,5.290322580645161,3,10
14,5.293103448275862,3,3
14,5.293193717277487,3,3
14,5.297297297297297,3,15
14,5.2976190476190474,3,1
14,5.298342541436464,3,41
14,5.3,3,3
14,5.301075268817204,3,12
14,5.301587301587301,3,3
14,5.302702702702702,3,2
14,5.303867403314917,4,1
14,5.3052631578947365,4,1
14,5.306010928961749,3,6
14,5.307262569832402,3,2
14,5.308510638297872,3,1
14,5.309782608695652,3,8
14,5.3121693121693125,4,2
14,5.312849162011173,3,7
14,5.313513513513514,4,2
14,5.314606741573034,3,28
14,5.316091954022989,3,46
14,5.316939890710382,3,23
14,5.318681318681318,3,2
14,5.319148936170213,4,1
14,5.320652173913044,4,4
14,5.320855614973262,4,1
14,5.322222222222222,4,6
14,5.323863636363637,3,4
14,5.324175824175824,3,2
14,5.3259668508287294,3,10
14,5.329670329670329,4,8
14,5.3297297297297295,4,1
14,5.331428571428572,3,2
14,5.333333333333333,3,6
14,5.335195530726257,3,1
14,5.3352272727272725,3,41
14,5.3352272727272725,4,1
14,5.337016574585635,4,4
14,5.338888888888889,4,2
14,5.340909090909091,4,4
14,5.341176470588235,3,7
14,5.342696629213483,3,3
14,5.344827586206897,3,6
14,5.346368715083799,4,5
14,5.346590909090909,4,14
14,5.350877192982456,4,3
14,5.3526011560693645,3,33
14,5.353932584269663,4,9
14,5.354651162790698,3,1
14,5.3559322033898304,4,2
14,5.35632183908046,4,10
14,5.358381502890174,4,1
14,5.361581920903955,4,1
14,5.362573099415204,3,3
14,5.363636363636363,4,7
14,5.366279069767442,4,10
14,5.370588235294117,3,2
14,5.371428571428571,4,2
14,5.372093023255814,4,12
14,5.373493975903615,3,49
14,5.374269005847953,4,37
14,5.375757575757576,4,3
14,5.376470588235295,4,2
14,5.377245508982036,4,32
14,5.380952380952381,3,1
14,5.383647798742138,4,2
14,5.384615384615385,4,11
14,5.392638036809816,3,2
14,5.392857142857143,4,31
14,5.395209580838324,4,2
14,5.401197604790419,4,2
14,5.403614457831325,4,7
14,5.404907975460123,4,35
14,5.407407407407407,4,11
14,5.412121212121212,4,6
14,5.4125,4,2
14,5.414634146341464,4,1
14,5.416149068322981,4,87
14,5.41875,4,2
14,5.422077922077922,4,4
14,5.423312883435583,4,1
14,5.427672955974843,4,3
14,5.432098765432099,4,1
14,5.433962264150943,4,6
14,5.436708860759493,4,25
14,5.439490445859873,4,1
14,5.441558441558442,4,77
14,5.445859872611465,4,3
14,5.448717948717949,4,3
14,5.449664429530201,4,16
14,5.45,4,1
14,5.458064516129032,4,9
14,5.4630872483221475,4,5
14,5.4635761589403975,4,58
14,5.473333333333334,4,27
14,5.475524475524476,4,6
14,5.480263157894737,4,1
14,5.486486486486487,4,23
14,5.489795918367347,4,1
14,5.5,4,5
14,5.506849315068493,4,6
14,5.506944444444445,4,1
14,5.510344827586207,4,4
14,5.5177304964539005,4,91
14,5.521739130434782,4,7
14,5.555555555555555,4,3
14,5.568181818181818,4,20
14,5.571428571428571,4,2
14,5.590551181102362,4,9
14,5.7,5,4
14,5.705882352941177,5,1
14,5.7094017094017095,5,1
14,5.721739130434782,5,15
14,5.738738738738738,5,4
14,5.771428571428571,5,4
14,5.896551724137931,5,1
15,4.903846153846154,2,1
15,4.94,2,1
15,5.065116279069767,3,1
15,5.092682926829268,3,1
15,5.095238095238095,3,1
15,5.122549019607843,3,1
15,5.125,3,2
15,5.1534391534391535,3,1
15,5.154639175257732,3,1
15,5.173684210526316,3,1
15,5.178378378378379,3,3
15,5.182795698924731,3,1
15,5.184782608695652,3,1
15,5.1891891891891895,3,3
15,5.193548387096774,3,1
15,5.197802197802198,3,1
15,5.2011494252873565,3,4
15,5.210810810810811,3,1
15,5.211111111111111,3,3
15,5.217142857142857,3,3
15,5.219101123595506,3,1
15,5.220338983050848,3,1
15,5.223463687150838,3,3
15,5.22543352601156,3,1
15,5.229411764705882,3,6
15,5.232142857142857,3,3
15,5.232558139534884,3,2
15,5.238636363636363,3,1
15,5.2395209580838324,3,2
15,5.247126436781609,3,1
15,5.248484848484848,3,2
15,5.25,3,1
15,5.251428571428572,3,1
15,5.252941176470588,3,7
