m,avcol,chi,mult
15,5.254335260115607,3,1
15,5.255813953488372,3,1
15,5.256410256410256,3,3
15,5.257309941520468,3,5
15,5.2601156069364166,3,2
15,5.261904761904762,3,2
15,5.262195121951219,3,6
15,5.263473053892215,3,1
15,5.265895953757226,3,1
15,5.266272189349112,3,2
15,5.267441860465116,3,1
15,5.271084337349397,3,3
15,5.2748538011695905,3,1
15,5.275449101796407,3,2
15,5.279503105590062,3,4
15,5.283132530120482,3,4
15,5.283950617283951,3,1
15,5.284023668639053,3,1
15,5.284848484848485,3,1
15,5.288235294117647,3,1
15,5.289308176100629,3,1
15,5.290909090909091,3,1
15,5.291925465838509,3,5
15,5.2926829268292686,3,7
15,5.295180722891566,3,1
15,5.296969696969697,3,1
15,5.2976190476190474,3,1
15,5.3,3,2
15,5.300613496932515,3,1
15,5.30188679245283,3,2
15,5.302469135802469,3,3
15,5.305555555555555,3,1
15,5.310126582278481,3,23
15,5.3105590062111805,3,5
15,5.3108108108108105,3,1
15,5.311688311688312,3,14
15,5.3128834355828225,3,1
15,5.318181818181818,3,6
15,5.32051282051282,3,14
15,5.320754716981132,3,1
15,5.322147651006712,3,12
15,5.32258064516129,3,1
15,5.3229813664596275,3,4
15,5.325,3,2
15,5.329032258064516,3,4
15,5.329113924050633,3,1
15,5.33112582781457,3,15
15,5.3311688311688314,3,4
15,5.3311688311688314,4,1
15,5.333333333333333,3,15
15,5.3354430379746836,3,1
15,5.3375,4,1
15,5.337579617834395,4,1
15,5.339869281045751,3,3
15,5.341772151898734,3,3
15,5.341935483870968,3,1
15,5.342105263157895,3,1
15,5.342281879194631,3,8
15,5.343949044585988,3,2
15,5.3441558441558445,3,9
15,5.345679012345679,4,1
15,5.34640522875817,3,2
15,5.347222222222222,3,1
15,5.348387096774194,4,1
15,5.3509933774834435,3,1
15,5.351351351351352,3,5
15,5.3517241379310345,3,13
15,5.352564102564102,3,1
15,5.352941176470588,3,10
15,5.35374149659864,3,1
15,5.355263157894737,3,7
15,5.357142857142857,3,5
15,5.357142857142857,4,1
15,5.357615894039735,4,4
15,5.358974358974359,4,1
15,5.359477124183006,4,2
15,5.363013698630137,3,2
15,5.364238410596027,3,10
15,5.366666666666666,3,1
15,5.367741935483871,4,3
15,5.368421052631579,4,4
15,5.373333333333333,3,2
15,5.375838926174497,3,10
15,5.376623376623376,4,1
15,5.376712328767123,3,35
15,5.377483443708609,4,4
15,5.379310344827586,3,6
15,5.38,4,5
15,5.380952380952381,4,2
15,5.385135135135135,3,6
15,5.38562091503268,4,1
15,5.387755102040816,3,2
15,5.387755102040816,4,1
15,5.388888888888889,3,13
15,5.389261744966443,4,6
15,5.391608391608392,3,1
15,5.391891891891892,4,1
15,5.393103448275862,4,3
15,5.397260273972603,3,2
15,5.398601398601398,3,13
15,5.398648648648648,4,2
15,5.401360544217687,4,8
15,5.401408450704225,3,2
15,5.402777777777778,4,10
15,5.402877697841727,3,48
15,5.404109589041096,4,1
15,5.405594405594406,4,4
15,5.407407407407407,4,1
15,5.410958904109589,4,11
15,5.411347517730497,3,9
15,5.413793103448276,4,2
15,5.415492957746479,4,7
15,5.4206896551724135,4,3
15,5.423611111111111,4,7
15,5.424460431654676,3,1
15,5.425531914893617,4,38
15,5.426470588235294,3,16
15,5.427536231884058,4,18
15,5.428571428571429,4,8
15,5.430656934306569,4,3
15,5.433566433566433,4,2
15,5.435714285714286,4,2
15,5.43609022556391,4,8
15,5.436619718309859,4,3
15,5.438848920863309,4,16
15,5.440298507462686,3,2
15,5.442028985507246,4,1
15,5.446808510638298,4,1
15,5.449275362318841,4,31
15,5.452554744525547,4,14
15,5.453846153846154,4,3
15,5.455223880597015,4,49
15,5.462686567164179,4,10
15,5.463235294117647,4,16
15,5.466666666666667,4,1
15,5.467741935483871,4,4
15,5.46969696969697,4,19
15,5.4728682170542635,4,24
15,5.474074074074074,4,4
15,5.477611940298507,4,6
15,5.480916030534351,4,66
15,5.484615384615385,4,7
15,5.488721804511278,4,3
15,5.492063492063492,4,6
15,5.492307692307692,4,4
15,5.496124031007752,4,18
15,5.5,4,3
15,5.5038167938931295,4,2
15,5.504,4,1
15,5.5078125,4,26
15,5.508064516129032,4,1
15,5.511811023622047,4,3
15,5.512,4,26
15,5.516129032258065,4,86
15,5.520325203252033,4,1
15,5.5210084033613445,4,2
15,5.523809523809524,4,11
15,5.525,4,39
15,5.532786885245901,4,1
15,5.536,4,2
15,5.539823008849558,4,1
15,5.540322580645161,4,3
15,5.545454545454546,4,59
15,5.55,4,2
15,5.5528455284552845,4,1
15,5.553719008264463,4,4
15,5.560975609756097,4,1
15,5.563025210084033,4,9
15,5.565573770491803,4,2
15,5.567796610169491,4,1
15,5.568965517241379,4,34
15,5.576271186440678,4,10
15,5.578947368421052,4,2
15,5.581196581196581,4,3
15,5.587719298245614,4,75
15,5.601851851851852,4,4
15,5.60377358490566,4,8
15,5.607142857142857,4,7
15,5.608695652173913,4,1
15,5.612612612612613,4,1
15,5.616071428571429,4,8
15,5.627272727272727,4,2
15,5.627450980392157,4,3
15,5.635514018691588,4,53
15,5.669902912621359,4,1
15,5.701030927835052,4,5
15,5.728155339805825,5,1
15,5.735294117647059,5,1
15,5.744897959183674,5,1
15,5.747474747474747,5,5
15,5.755102040816326,5,6
15,5.762886597938144,5,1
15,5.776595744680851,5,20
15,5.782608695652174,5,2
15,5.808988764044944,5,11
15,5.825581395348837,5,5
15,5.9324324324324325,5,3
15,6.3,6,1
16,4.933333333333334,2,1
16,5.081081081081081,3,1
16,5.142857142857143,3,1
16,5.175757575757576,3,1
16,5.181818181818182,3,1
16,5.219354838709678,3,2
16,5.226666666666667,3,1
16,5.23489932885906,3,2
16,5.237179487179487,3,1
16,5.242857142857143,3,1
16,5.253623188405797,3,1
16,5.259740259740259,3,1
16,5.261744966442953,3,1
16,5.266666666666667,3,2
16,5.268965517241379,3,3
16,5.270833333333333,3,3
16,5.292857142857143,3,1
16,5.296551724137931,3,2
16,5.303030303030303,3,1
16,5.304964539007092,3,2
16,5.3059701492537314,3,6
16,5.307142857142857,3,1
16,5.3125,3,1
16,5.3161764705882355,3,1
16,5.316546762589928,3,4
16,5.316666666666666,3,1
16,5.318840579710145,3,1
16,5.319148936170213,3,1
16,5.325925925925926,3,7
16,5.3283582089552235,3,6
16,5.328467153284672,3,3
16,5.333333333333333,3,1
16,5.338345864661654,3,2
16,5.340740740740741,3,1
16,5.340909090909091,3,2
16,5.341085271317829,3,6
16,5.351145038167939,3,4
16,5.3515625,3,6
16,5.352941176470588,3,1
16,5.3538461538461535,3,2
16,5.354330708661418,3,1
16,5.354838709677419,3,3
16,5.355555555555555,3,2
16,5.36,3,5
16,5.365079365079365,3,4
16,5.365671641791045,3,1
16,5.366412213740458,3,3
16,5.366666666666666,3,5
16,5.368421052631579,3,2
16,5.37037037037037,4,1
16,5.373134328358209,4,1
16,5.376923076923077,3,1
16,5.378787878787879,3,1
16,5.379032258064516,3,1
16,5.37984496124031,3,7
16,5.3816793893129775,4,1
16,5.3828125,3,1
16,5.383333333333334,3,1
16,5.384,3,2
16,5.384615384615385,4,2
16,5.386363636363637,4,1
16,5.392307692307693,3,1
16,5.393700787401575,3,6
16,5.395161290322581,3,6
16,5.396825396825397,3,2
16,5.404761904761905,3,5
16,5.40650406504065,3,10
16,5.407692307692308,4,1
16,5.408,3,3
16,5.409836065573771,3,6
16,5.411764705882353,3,15
16,5.412698412698413,4,1
16,5.416666666666667,4,2
16,5.419354838709677,3,3
16,5.420634920634921,4,4
16,5.421487603305785,3,8
16,5.421875,4,1
16,5.424,4,4
16,5.425,3,6
16,5.426229508196721,4,1
16,5.431034482758621,3,1
16,5.434426229508197,3,1
16,5.435483870967742,4,3
16,5.436974789915967,3,14
16,5.43801652892562,4,9
16,5.439024390243903,4,5
16,5.439655172413793,3,22
16,5.440677966101695,3,1
16,5.441666666666666,4,1
16,5.445378151260504,4,2
16,5.446428571428571,3,6
16,5.450819672131147,4,3
16,5.452991452991453,3,3
16,5.453781512605042,4,5
16,5.454545454545454,4,2
16,5.456140350877193,3,8
16,5.460176991150442,4,2
16,5.460869565217391,4,1
16,5.462809917355372,4,2
16,5.466101694915254,4,6
16,5.466666666666667,4,6
16,5.47008547008547,4,19
16,5.473214285714286,3,3
16,5.473684210526316,4,5
16,5.474137931034483,4,1
16,5.477876106194691,4,4
16,5.4789915966386555,4,2
16,5.482758620689655,4,13
16,5.486725663716814,4,1
16,5.48695652173913,4,10
16,5.491071428571429,4,5
16,5.491228070175438,4,1
16,5.491525423728813,4,2
16,5.495652173913044,4,2
16,5.495726495726496,4,1
16,5.5,4,16
16,5.504424778761062,4,9
16,5.504504504504505,4,36
16,5.504587155963303,4,12
16,5.509090909090909,4,14
16,5.513274336283186,4,2
16,5.514018691588785,4,11
16,5.517857142857143,4,12
16,5.519230769230769,4,16
16,5.52,4,1
16,5.5225225225225225,4,1
16,5.522935779816514,4,24
16,5.527777777777778,4,4
16,5.531531531531532,4,8
16,5.536363636363636,4,2
16,5.537037037037037,4,26
16,5.542056074766355,4,23
16,5.547169811320755,4,2
16,5.548076923076923,4,50
16,5.5504587155963305,4,2
16,5.552380952380952,4,3
16,5.553398058252427,4,10
16,5.555555555555555,4,2
16,5.556603773584905,4,18
16,5.561904761904762,4,6
16,5.563106796116505,4,2
16,5.564814814814815,4,1
16,5.568627450980392,4,16
16,5.57,4,13
16,5.571428571428571,4,2
16,5.574257425742574,4,4
16,5.576923076923077,4,21
16,5.58252427184466,4,3
16,5.584158415841584,4,63
16,5.584905660377358,4,1
16,5.589473684210526,4,6
16,5.59,4,8
16,5.592233009708738,4,1
16,5.595959595959596,4,1
16,5.597938144329897,4,42
16,5.598039215686274,4,2
16,5.606060606060606,4,29
16,5.607843137254902,4,1
16,5.612244897959184,4,3
16,5.6138613861386135,4,2
16,5.617977528089888,4,3
16,5.62,4,1
16,5.622448979591836,4,11
16,5.625,4,8
16,5.628865979381444,4,11
16,5.635416666666667,4,1
16,5.636363636363637,4,1
16,5.638297872340425,4,72
16,5.644444444444445,4,3
16,5.645161290322581,4,1
16,5.645833333333333,4,2
16,5.648351648351649,4,24
16,5.652631578947369,4,1
16,5.65625,4,1
16,5.663043478260869,4,20
16,5.663157894736842,4,2
16,5.670212765957447,4,2
16,5.670329670329671,4,1
16,5.670454545454546,4,1
16,5.674418604651163,4,15
16,5.67741935483871,4,1
16,5.681318681318682,4,13
16,5.688888888888889,4,6
16,5.696629213483146,4,1
16,5.7011494252873565,4,67
16,5.7023809523809526,4,1
16,5.712643678160919,4,5
16,5.743589743589744,4,2
16,5.7439024390243905,4,18
16,5.767441860465116,5,1
16,5.776470588235294,5,2
16,5.783132530120482,5,3
16,5.785714285714286,5,2
16,5.7974683544303796,5,1
16,5.802469135802469,5,11
16,5.8125,5,2
16,5.82051282051282,5,9
16,5.822784810126582,5,1
16,5.8311688311688314,5,15
16,5.842105263157895,5,4
16,5.8493150684931505,5,2
16,5.8533333333333335,5,1
16,5.863013698630137,5,27
16,5.91044776119403,5,5
16,5.968253968253968,5,7
16,5.983606557377049,5,2
16,6.325581395348837,6,2
17,5.166666666666667,3,1
17,5.222222222222222,3,2
17,5.2615384615384615,3,1
17,5.296610169491525,3,1
17,5.32,3,1
17,5.325,3,4
17,5.339130434782609,3,2
17,5.350877192982456,3,4
17,5.351851851851852,3,2
17,5.353982300884955,3,1
17,5.363636363636363,3,3
17,5.367924528301887,3,2
17,5.36936936936937,3,1
17,5.37037037037037,3,1
17,5.38,3,2
17,5.384615384615385,3,1
17,5.385964912280702,3,1
17,5.391304347826087,4,1
17,5.396396396396397,3,1
17,5.4,3,3
17,5.4036697247706424,3,1
17,5.403846153846154,3,6
17,5.412844036697248,3,1
17,5.414414414414415,4,1
17,5.416666666666667,3,3
17,5.419047619047619,3,4
17,5.422018348623853,4,1
17,5.428571428571429,3,1
17,5.4326923076923075,3,3
17,5.433962264150943,3,1
17,5.436893203883495,3,1
17,5.44,3,2
17,5.4411764705882355,4,1
17,5.447619047619048,3,1
17,5.45,3,6
17,5.450980392156863,3,5
17,5.454545454545454,3,12
17,5.455445544554456,3,3
17,5.458333333333333,3,7
17,5.466666666666667,4,2
17,5.47,3,1
17,5.471153846153846,4,3
17,5.474226804123711,3,9
17,5.479166666666667,3,1
17,5.485148514851486,4,2
17,5.489795918367347,3,1
17,5.49,4,7
17,5.490196078431373,4,1
17,5.494736842105263,3,1
17,5.494845360824742,4,2
17,5.494949494949495,4,2
17,5.5,3,1
17,5.5,4,5
17,5.5049504950495045,4,1
17,5.505050505050505,4,2
17,5.510204081632653,4,5
17,5.510416666666667,4,1
17,5.515463917525773,4,1
17,5.515789473684211,4,2
17,5.521739130434782,4,1
17,5.525773195876289,4,4
17,5.526315789473684,4,2
17,5.53125,4,8
17,5.531914893617022,4,10
17,5.537634408602151,4,8
17,5.538461538461538,4,2
17,5.541666666666667,4,2
17,5.543478260869565,4,1
17,5.544444444444444,4,6
17,5.5473684210526315,4,4
17,5.548387096774194,4,2
17,5.553191489361702,4,1
17,5.554347826086956,4,13
17,5.56043956043956,4,4
17,5.561797752808989,4,8
17,5.5638297872340425,4,1
17,5.568181818181818,4,4
17,5.569767441860465,4,1
17,5.56989247311828,4,4
17,5.571428571428571,4,16
17,5.576470588235294,4,1
17,5.5777777777777775,4,20
17,5.579545454545454,4,24
17,5.584269662921348,4,5
17,5.586206896551724,4,18
17,5.586956521739131,4,1
17,5.588888888888889,4,1
17,5.593023255813954,4,2
17,5.595238095238095,4,25
17,5.595505617977528,4,7
17,5.6022727272727275,4,7
17,5.604651162790698,4,2
17,5.605263157894737,4,1
17,5.609195402298851,4,1
17,5.6117647058823525,4,12
17,5.619047619047619,4,2
17,5.620689655172414,4,7
17,5.623529411764705,4,4
17,5.627906976744186,4,4
17,5.62962962962963,4,2
17,5.630952380952381,4,30
17,5.6375,4,8
17,5.63855421686747,4,11
17,5.6395348837209305,4,1
17,5.6419753086419755,4,33
17,5.646341463414634,4,3
17,5.647058823529412,4,3
17,5.65,4,13
17,5.650602409638554,4,2
17,5.658536585365853,4,18
17,5.662337662337662,4,5
17,5.666666666666667,4,20
17,5.670731707317073,4,1
17,5.670886075949367,4,25
17,5.679012345679013,4,3
17,5.67948717948718,4,8
17,5.6875,4,9
17,5.6923076923076925,4,14
17,5.69620253164557,4,1
17,5.701298701298701,4,35
17,5.702702702702703,4,4
17,5.708860759493671,4,2
17,5.7105263157894735,4,5
17,5.716216216216216,4,52
17,5.717948717948718,4,2
17,5.723684210526316,4,2
17,5.733333333333333,4,8
17,5.736111111111111,4,2
17,5.742857142857143,4,18
17,5.743243243243243,4,1
17,5.746478873239437,4,4
17,5.746666666666667,4,2
17,5.75,4,30
17,5.753846153846154,4,2
17,5.756756756756757,4,3
17,5.76056338028169,4,2
17,5.767123287671233,4,2
17,5.774647887323944,4,9
17,5.777777777777778,4,1
17,5.785714285714286,4,9
17,5.787878787878788,4,10
17,5.797101449275362,4,1
17,5.805555555555555,5,1
17,5.8059701492537314,4,39
17,5.816901408450704,5,2
17,5.826086956521739,5,1
17,5.828571428571428,5,2
17,5.835820895522388,5,4
17,5.838235294117647,5,8
17,5.840579710144928,5,1
17,5.850746268656716,5,4
17,5.863636363636363,5,2
17,5.875,5,17
17,5.883333333333334,5,1
17,5.887096774193548,5,8
17,5.888888888888889,5,9
17,5.903225806451613,5,2
17,5.916666666666667,5,30
17,5.918032786885246,5,1
17,5.947368421052632,5,18
17,5.962962962962963,5,2
17,6,5,2
17,6.018867924528302,5,1
17,6.019230769230769,5,11
17,6.0625,5,3
17,6.351351351351352,6,3
17,6.361111111111111,6,1
18,5.3238095238095235,3,2
18,5.35,3,3
18,5.366666666666666,3,1
18,5.372340425531915,3,1
18,5.386363636363637,3,1
18,5.4,4,1
18,5.410526315789474,3,1
18,5.444444444444445,3,1
18,5.449438202247191,3,3
18,5.4523809523809526,3,4
18,5.453488372093023,3,1
18,5.470588235294118,3,6
18,5.471264367816092,3,1
18,5.475,3,2
18,5.475609756097561,3,5
18,5.476190476190476,3,1
18,5.493975903614458,3,1
18,5.5,3,3
18,5.517647058823529,4,3
18,5.525,4,1
18,5.529411764705882,4,1
18,5.535714285714286,4,1
18,5.542168674698795,4,1
18,5.54320987654321,4,1
18,5.55,4,1
18,5.552631578947368,4,1
18,5.555555555555555,4,2
18,5.5625,4,3
18,5.569620253164557,4,6
18,5.576923076923077,4,1
18,5.578947368421052,4,5
18,5.581081081081081,4,8
18,5.589743589743589,4,2
18,5.597402597402597,4,4
18,5.6,4,9
18,5.608108108108108,4,3
18,5.611111111111111,4,4
18,5.616438356164384,4,1
18,5.618421052631579,4,2
18,5.621621621621622,4,4
18,5.626666666666667,4,1
18,5.63013698630137,4,13
18,5.633802816901408,4,2
18,5.638888888888889,4,7
18,5.64,4,1
18,5.642857142857143,4,12
18,5.647058823529412,4,12
18,5.648648648648648,4,2
18,5.652777777777778,4,3
18,5.65625,4,3
18,5.656716417910448,4,2
18,5.6571428571428575,4,2
18,5.661971830985915,4,8
18,5.666666666666667,4,7
18,5.671428571428572,4,1
18,5.676056338028169,4,1
18,5.676470588235294,4,9
18,5.685714285714286,4,6
18,5.686567164179104,4,2
18,5.6911764705882355,4,1
18,5.6923076923076925,4,4
18,5.695652173913044,4,8
18,5.701492537313433,4,23
18,5.705882352941177,4,1
18,5.707692307692308,4,13
18,5.7101449275362315,4,1
18,5.712121212121212,4,9
18,5.71875,4,18
18,5.720588235294118,4,3
18,5.723076923076923,4,3
18,5.73015873015873,4,9
18,5.737704918032787,4,20
18,5.7384615384615385,4,9
18,5.741935483870968,4,2
18,5.746031746031746,4,1
18,5.75,4,8
18,5.757575757575758,4,2
18,5.758064516129032,4,19
18,5.765625,4,3
18,5.769230769230769,4,1
18,5.770491803278689,4,4
18,5.777777777777778,4,6
18,5.779661016949152,4,3
18,5.783333333333333,4,2
18,5.786885245901639,4,1
18,5.790322580645161,4,2
18,5.793103448275862,4,6
18,5.8,4,26
18,5.810344827586207,4,9
18,5.813559322033898,4,5
18,5.819672131147541,4,1
18,5.824561403508772,4,28
18,5.827586206896552,4,1
18,5.830508474576271,4,3
18,5.833333333333333,4,1
18,5.836065573770492,5,1
18,5.839285714285714,4,5
18,5.844827586206897,4,2
18,5.8474576271186445,5,1
18,5.85,5,1
18,5.851851851851852,4,21
18,5.859649122807017,4,1
18,5.862068965517241,5,1
18,5.864406779661017,5,1
18,5.872727272727273,4,7
18,5.87719298245614,5,2
18,5.888888888888889,4,1
18,5.890909090909091,5,8
18,5.892857142857143,5,4
18,5.903846153846154,4,15
18,5.907407407407407,5,6
18,5.909090909090909,5,1
18,5.921568627450981,5,3
18,5.923076923076923,5,1
18,5.9245283018867925,5,12
18,5.9411764705882355,5,15
18,5.9423076923076925,5,2
18,5.96,5,16
18,5.96078431372549,5,1
18,5.979591836734694,5,4
18,6,5,43
18,6.044444444444444,5,3
18,6.048780487804878,5,1
18,6.068181818181818,5,1
18,6.069767441860465,5,12
18,6.097560975609756,5,11
18,6.2,5,2
18,6.375,6,1
18,6.387096774193548,6,4
18,6.413793103448276,6,1
19,5.375,3,1
19,5.466666666666667,3,4
19,5.4714285714285715,3,2
19,5.472972972972973,3,1
19,5.5,3,4
19,5.557142857142857,4,2
19,5.59375,4,1
19,5.615384615384615,4,4
19,5.625,4,2
19,5.629032258064516,4,2
19,5.633333333333334,4,5
19,5.637931034482759,4,1
19,5.650793650793651,4,1
19,5.666666666666667,4,6
19,5.672413793103448,4,4
19,5.677966101694915,4,1
19,5.678571428571429,4,1
19,5.683333333333334,4,3
19,5.694915254237288,4,5
19,5.706896551724138,4,6
19,5.714285714285714,4,9
19,5.716666666666667,4,1
19,5.722222222222222,4,10
19,5.7272727272727275,4,4
19,5.730769230769231,4,4
19,5.735849056603773,4,4
19,5.7368421052631575,4,2
19,5.745454545454545,4,4
19,5.75,4,2
19,5.7592592592592595,4,3
19,5.767857142857143,4,1
19,5.769230769230769,4,5
19,5.773584905660377,4,5
19,5.78,4,2
19,5.781818181818182,4,3
19,5.784313725490196,4,8
19,5.7924528301886795,4,5
19,5.795918367346939,4,2
19,5.8076923076923075,4,10
19,5.818181818181818,4,2
19,5.82,4,16
19,5.823529411764706,4,1
19,5.836734693877551,4,9
19,5.8431372549019605,4,1
19,5.851063829787234,4,15
19,5.854166666666667,4,4
19,5.86,4,3
19,5.862745098039215,5,1
19,5.866666666666666,4,11
19,5.869565217391305,4,4
19,5.875,4,4
19,5.8936170212765955,4,4
19,5.8979591836734695,5,1
19,5.911111111111111,4,8
19,5.913043478260869,4,1
19,5.914893617021277,5,2
19,5.916666666666667,5,1
19,5.931818181818182,4,4
19,5.933333333333334,5,1
19,5.934782608695652,5,6
19,5.9523809523809526,4,15
19,5.954545454545454,5,4
19,5.955555555555556,5,4
19,5.975609756097561,4,1
19,5.976190476190476,5,8
19,5.976744186046512,5,13
19,5.9772727272727275,5,1
19,6,5,8
19,6.024390243902439,5,3
19,6.025,5,19
19,6.051282051282051,5,3
19,6.052631578947368,5,14
19,6.078947368421052,5,3
19,6.081081081081081,5,18
19,6.085714285714285,5,4
19,6.108108108108108,5,1
19,6.111111111111111,5,7
19,6.142857142857143,5,2
19,6.147058823529412,5,20
19,6.214285714285714,5,1
19,6.233333333333333,5,5
19,6.407407407407407,6,1
19,6.423076923076923,6,4
19,6.44,6,3
19,6.5,6,1
20,5.466666666666667,3,1
20,5.5,3,2
20,5.636363636363637,4,1
20,5.66,4,1
20,5.7,4,5
20,5.708333333333333,4,3
20,5.714285714285714,4,3
20,5.717391304347826,4,3
20,5.760869565217392,4,2
20,5.7727272727272725,4,5
20,5.777777777777778,4,3
20,5.787234042553192,4,1
20,5.8,4,4
20,5.818181818181818,4,3
20,5.833333333333333,4,3
20,5.837209302325581,4,1
20,5.85,4,10
20,5.853658536585366,4,8
20,5.8604651162790695,4,1
20,5.871794871794871,4,5
20,5.880952380952381,4,1
20,5.888888888888889,4,2
20,5.9,4,4
20,5.923076923076923,4,3
20,5.945945945945946,4,6
20,5.947368421052632,4,1
20,5.948717948717949,5,2
20,5.95,5,1
20,5.9714285714285715,4,9
20,5.972222222222222,4,2
20,5.973684210526316,5,2
20,6,4,3
20,6,5,7
20,6.0285714285714285,5,6
20,6.029411764705882,5,3
20,6.0588235294117645,5,7
20,6.0606060606060606,5,10
20,6.0625,5,1
20,6.090909090909091,5,1
20,6.09375,5,8
20,6.096774193548387,5,1
20,6.129032258064516,5,5
20,6.133333333333334,5,15
20,6.137931034482759,5,7
20,6.166666666666667,5,1
20,6.172413793103448,5,6
20,6.214285714285714,5,1
20,6.222222222222222,5,19
20,6.25,5,2
20,6.269230769230769,5,1
20,6.28,5,7
20,6.434782608695652,6,1
20,6.454545454545454,6,2
20,6.476190476190476,6,5
20,6.526315789473684,6,3
20,6.666666666666667,6,1
21,5.5,3,1
21,5.7,4,1
21,5.75,4,1
21,5.7631578947368425,4,1
21,5.833333333333333,4,2
21,5.852941176470588,4,3
21,5.857142857142857,4,5
21,5.875,4,2
21,5.911764705882353,4,1
21,5.9375,4,2
21,5.966666666666667,4,5
21,5.967741935483871,4,2
21,5.96969696969697,5,1
21,6,4,6
21,6.033333333333333,5,4
21,6.068965517241379,5,2
21,6.071428571428571,5,2
21,6.107142857142857,5,2
21,6.111111111111111,5,5
21,6.115384615384615,5,4
21,6.153846153846154,5,3
21,6.16,5,5
21,6.2,5,2
21,6.208333333333333,5,6
21,6.217391304347826,5,7
21,6.2272727272727275,5,1
21,6.260869565217392,5,2
21,6.2727272727272725,5,8
21,6.3,5,3
21,6.333333333333333,5,2
21,6.35,5,9
21,6.473684210526316,6,1
21,6.5,6,1
21,6.529411764705882,6,6
21,6.5625,6,4
21,6.6923076923076925,6,2
21,7.125,7,1
22,5.833333333333333,4,1
22,5.857142857142857,4,2
22,5.961538461538462,4,1
22,6,4,5
22,6.083333333333333,5,1
22,6.136363636363637,5,2
22,6.190476190476191,5,4
22,6.2,5,5
22,6.25,5,2
22,6.2631578947368425,5,2
22,6.277777777777778,5,2
22,6.333333333333333,5,2
22,6.352941176470588,5,4
22,6.375,5,3
22,6.4375,5,1
22,6.466666666666667,5,5
22,6.5,6,1
22,6.533333333333333,6,2
22,6.571428571428571,6,2
22,6.615384615384615,6,5
22,6.666666666666667,6,1
22,6.7272727272727275,6,2
22,7.142857142857143,7,1
23,6,4,2
23,6.166666666666667,5,1
23,6.25,5,2
23,6.333333333333333,5,2
23,6.357142857142857,5,3
23,6.461538461538462,5,1
23,6.5,5,2
23,6.583333333333333,6,1
23,6.636363636363637,6,2
23,6.7,6,5
23,6.777777777777778,6,2
23,7.166666666666667,7,1
24,6,4,1
24,6.333333333333333,5,1
24,6.5,5,2
24,6.666666666666667,6,1
24,6.75,6,2
24,6.857142857142857,6,3
24,7.2,7,1
25,6.5,5,1
25,6.833333333333333,6,1
25,7,6,2
25,7.25,7,1
26,7,6,1
26,7.333333333333333,7,1
27,7.5,7,1
28,8,8,1
